crop,step,year,month,half,tag,episode,p_prev,p_t,price_ratio,world_C_flex,world_desired_lag,world_desired_flex_lag,world_desired_flex_con,world_gap_mmt,world_gap_pct,world_abs_gap_mmt,offers_lag,offers_con,offers_gap_mmt,offers_gap_pct,free_lag,free_con,free_gap_mmt,twin,ratio_lag,ratio_con,ratio_gap,ratio_gap_pct,pscar_lag,pscar_con,ptrade_lag,ptrade_con,pstar_lag,pstar_con,p_out_lag,p_out_con,p_gap_one_step,unmet_lag,unmet_con,block_frac,calm_lag,calm_con,n_offer_pos_lag,n_offer_pos_con
wheat,10,2006,6,0,2006-06a,2007/08,194.6824303972993,196.4011057590365,1.0088280969075114,26.842576388888894,27.217548242439808,27.217548242439808,27.18168817405318,-0.03586006838663265,-0.1317534851677666,0.03586006838663265,51.806579979924564,51.82068700412192,0.014107024197357987,0.02723017848857146,126.19622898992827,126.23126369039022,0.03503470046194934,129.22070558965726,1.0228024125791961,1.0225323241213529,-0.00027008845784326496,-0.026406709108378435,223.89154186538588,223.7645553503996,189.17924124459768,189.17845730694802,199.59293143083414,199.55428671998348,196.4011057590365,196.38758011023876,-0.013525648797752865,0.6313112743667849,0.6311869572028317,0.0,False,False,6,6
wheat,11,2006,6,1,2006-06b,2007/08,196.4011057590365,194.27065476673766,0.9891525509285437,26.842576388888894,27.18168817405318,27.18168817405318,27.226193995102108,0.04450582104893276,0.16373457293729343,0.04450582104893276,75.99487882620556,75.97823132091244,-0.016647505293121867,-0.02190608834470732,146.87648342512907,146.8329622355883,-0.043521189540769,149.83248290084254,1.0192800972210836,1.0195695131731095,0.00028941595202591763,0.028394153168983423,218.62259728536145,218.69026293796165,178.18189105469784,178.1840020891037,190.31410292389694,190.3358803437611,194.27065476673766,194.2782768636901,0.007622096952445645,0.6454613245133561,0.645471593630797,0.0,False,False,5,5
wheat,12,2006,7,0,2006-07a,2007/08,194.27065476673766,193.08449136298356,0.9938942739181152,26.842576388888894,27.226193995102108,27.226193995102108,27.251217275286916,0.02502328018480749,0.09190884406872693,0.02502328018480749,120.01873951260254,120.00349806642356,-0.015241446178976048,-0.012699222005556577,211.74550437426447,211.72102809566493,-0.024476278599536272,219.79118989904828,1.0368750607272534,1.0369913903257293,0.00011632959847585056,0.01121924934661445,224.69256859331597,224.73073909552264,176.3912084175751,176.39137749396883,190.88161647029733,190.89318597443497,193.08449136298356,193.08854068943174,0.004049326448182455,0.44356921318236575,0.4435926260229723,0.0,False,False,6,6
wheat,13,2006,7,1,2006-07b,2007/08,193.08449136298356,190.14268739526509,0.9847641623262838,26.842576388888894,27.251217275286916,27.251217275286916,27.314048177739487,0.06283090245256814,0.23056181974501036,0.06283090245256814,177.93037385817405,177.89210414249186,-0.03826971568219051,-0.02150825339843033,273.9480921003435,273.8866346630399,-0.06145743730360209,287.06637805083335,1.0467858034402113,1.0470152938126707,0.00022949037245934,0.02192333634112451,228.15084665621853,228.22632007482324,166.04869024662375,166.04874378423625,184.6793371695022,184.70201667141237,190.14268739526509,190.15062522093365,0.007937825668562937,0.4603020465287448,0.4603475862489446,0.0,False,False,6,6
wheat,14,2006,8,0,2006-08a,2007/08,190.14268739526509,188.0762322794225,0.9891320821002867,26.842576388888894,27.314048177739487,27.314048177739487,27.358855640363938,0.04480746262445438,0.164045484334218,0.04480746262445438,197.56060848445014,197.5322331369626,-0.02837534748755388,-0.014362856900082531,305.4735153349088,305.4302073483794,-0.04330798652944168,322.3564228787537,1.0541265018769517,1.0542728825524597,0.0001463806755079844,0.013886442969353542,235.16241492992663,235.16807891931833,162.41400777493016,162.41520454107692,184.23852992142912,184.24106685454933,188.0762322794225,188.07712020601457,0.0008879265920711532,0.41723831493448493,0.41719035869051463,0.0,False,False,8,8
wheat,15,2006,8,1,2006-08b,2007/08,188.0762322794225,186.1540606663034,0.9897798270955186,26.842576388888894,27.358855640363938,27.358855640363938,27.401045770948095,0.0421901305841529,0.1542101436505539,0.0421901305841529,186.07778927635576,186.05611575368047,-0.021673522675285994,-0.01164756028087656,270.3789112643192,270.33763822637553,-0.04127303794365389,312.2521688583136,1.1512646728046207,1.1514363478358693,0.00017167503124859707,0.014911864778268216,245.8483485742648,245.8850091475638,155.47115544645297,155.47147197555728,182.58431338479653,182.59553312715923,186.1540606663034,186.15798757613035,0.003926909826958536,0.29970375182370784,0.2997400679696109,0.0,False,False,7,7
wheat,16,2006,9,0,2006-09a,2007/08,186.1540606663034,185.02450057112765,0.9939321221834608,26.842576388888894,27.401045770948095,27.401045770948095,27.426073096991825,0.02502732604373393,0.09133711995134546,0.02502732604373393,97.23631463176581,97.22771178324498,-0.008602848520823159,-0.008847361763351654,112.52805493683849,112.50402341095162,-0.024031525886869076,134.21879584628874,1.1823206782100293,1.1825595505742867,0.00023887236425745861,0.020203686585190974,259.4098254391561,259.49084757730344,150.1482835384451,150.14873180338222,182.9267461086584,182.95136653555858,185.02450057112765,185.0331177205427,0.008617149415044878,0.2306742272200252,0.2307195472182177,0.0,False,False,6,6
wheat,17,2006,9,1,2006-09b,2007/08,185.02450057112765,192.2200679981091,1.0388898086727456,26.842576388888894,27.426073096991825,27.426073096991825,27.26956475418524,-0.156508342806583,-0.5706553112911716,0.156508342806583,72.17745247510402,72.249962836797,0.0725103616929772,0.1004612371404879,75.08954727640577,75.23669200531123,0.1471447289054595,111.70954945492457,1.4491501184189306,1.4465394714302038,-0.002610646988726817,-0.1801502104954535,339.4623646490671,338.5808792781042,148.20650750499627,148.16459440536428,205.58326464821755,205.2894798671863,192.2200679981091,192.11724332474816,-0.10282467336094214,0.31353233546659215,0.31318278491811663,0.0,False,False,7,7
wheat,18,2006,10,0,2006-10a,2007/08,192.2200679981091,204.1875144459804,1.0622590896596136,26.842576388888894,27.26956475418524,27.26956475418524,27.023627004109024,-0.24593775007621735,-0.9018763309688382,0.24593775007621735,40.661307981622066,40.72787346197866,0.06656548035659426,0.1637071792837561,37.97484350148443,38.21160740195978,0.23676390047535278,58.239940514326804,1.4562457797907944,1.4485244608400303,-0.007721318950764111,-0.5302208636699612,411.3006846976417,408.9616927032241,147.17509532227382,147.16219435755178,226.41277213488422,225.70204386125351,204.1875144459804,203.93875955020962,-0.24875489577078724,0.40468363957068343,0.40447907946735934,0.0,False,False,6,6
wheat,19,2006,10,1,2006-10b,2007/08,204.1875144459804,219.11708876032571,1.0731169795315523,26.842576388888894,27.023627004109024,27.023627004109024,26.7390872215286,-0.2845397825804239,-1.052929654991015,0.2845397825804239,28.72201670952856,28.80189524088224,0.07987853135367828,0.27810906233188876,33.55667520892763,33.83602841317628,0.2793532042486504,54.00479851560095,1.5112172236731696,1.5007360481541425,-0.010481175519027053,-0.6935585007131849,465.5739035982277,461.97479942525035,153.10181425561035,153.0860199509938,246.84344105839557,245.75265379327078,219.11708876032571,218.73531321753205,-0.38177554279366177,0.40044547988438883,0.39998357196830586,0.0,False,False,7,7
wheat,20,2006,11,0,2006-11a,2007/08,219.11708876032571,238.2476618000314,1.087307535655656,26.842576388888894,26.7390872215286,26.7390872215286,26.405458821758536,-0.33362839977006475,-1.2477179830635674,0.33362839977006475,22.040091538888504,22.096800316433846,0.056708777545342315,0.257298285015209,32.51559607995932,32.8454545169277,0.32985843696837946,53.20743321903092,1.5311344450578677,1.5182790739403116,-0.01285537111755608,-0.8395978001180834,518.6433100416956,513.1173204592844,168.83267980180275,168.8234254628056,273.7758688737706,272.11159396174924,238.2476618000314,237.66516558082395,-0.5824962192074565,0.3924106395703383,0.39096537255182884,0.0,False,False,7,7
wheat,21,2006,11,1,2006-11b,2007/08,238.2476618000314,256.53272283913464,1.0767481237841086,26.842576388888894,26.405458821758536,26.405458821758536,26.114192407947165,-0.2912664138113746,-1.1030537881484044,0.2912664138113746,18.761148454848485,18.85232000821825,0.09117155336976523,0.4859593408643572,32.37382949987901,32.663792261797454,0.2899627619184457,53.3961014877477,1.5415871311319158,1.5301565900084855,-0.011430541123430338,-0.7414787586503413,563.1140530779761,554.851139943493,173.65211059561932,173.85047433684446,290.4906933403264,288.150674018839,256.53272283913464,255.71371607661405,-0.819006762520587,0.44155207647433936,0.4365483422944694,0.0,False,False,7,8
wheat,22,2006,12,0,2006-12a,2007/08,256.53272283913464,252.1972304570637,0.9830996516386348,26.842576388888894,26.114192407947165,26.114192407947165,26.181044467238735,0.06685205929157617,0.2559989535469284,0.06685205929157617,15.389053518313537,15.380913070275579,-0.008140448037957881,-0.05289765240123735,29.802576390377567,29.73597430861986,-0.06660208175770777,50.92315271949656,1.5827202634231547,1.5856339652055333,0.002913701782378597,0.18409455225377325,383.58207343511276,384.6148470597577,184.38711388138515,184.39510731662187,244.14560174750343,244.46102923956263,252.1972304570637,252.30763007928442,0.11039962222071154,0.4219003889608606,0.42228622927955584,0.0,False,False,6,6
wheat,23,2006,12,1,2006-12b,2007/08,252.1972304570637,253.3161353998168,1.0044366266065858,26.842576388888894,26.181044467238735,26.181044467238735,26.163665446593757,-0.017379020644977587,-0.06638016549234531,0.017379020644977587,14.881545121988616,14.883661332259624,0.0021162102710086117,0.014220366592725308,32.174500867376764,32.19185654313378,0.017355675757016797,53.74224263401143,1.5585078746471572,1.5578077425118952,-0.0007001321352619883,-0.044923233732168125,405.73995858572226,405.4651658295255,190.96016306622263,190.96003530413734,255.39410172207252,255.31157446175382,253.3161353998168,253.28725085870525,-0.028884541111551698,0.4890560715076377,0.48894482266788003,0.0,False,False,6,6
wheat,24,2007,1,0,2007-01a,2007/08,253.3161353998168,258.6189946715564,1.0209337603519408,26.842576388888894,26.163665446593757,26.163665446593757,26.082484165211646,-0.08118128138211524,-0.3102825234783157,0.08118128138211524,14.351142864019952,14.361028154162826,0.00988529014287387,0.06888155345214692,33.567938377503,33.64859077724353,0.08065239974052929,54.43373169317087,1.5215124116226366,1.5184515198632833,-0.0030608917593533125,-0.2011742878974602,434.7372282059283,433.320671348654,197.20856204103268,197.2218058333343,268.46716189050136,268.05146548793016,258.6189946715564,258.4735009306564,-0.14549374089995126,0.5335930370374748,0.5329244652162286,0.0,False,False,6,6
wheat,25,2007,1,1,2007-01b,2007/08,258.6189946715564,265.8584427442242,1.0279927160101363,26.842576388888894,26.082484165211646,26.082484165211646,25.974694407439205,-0.10778975777243868,-0.41326492173704354,0.10778975777243868,14.216989369739611,14.230114723415607,0.013125353675995655,0.09232161138090553,35.34288249618163,35.445021994380056,0.10213949819842583,54.98656629825297,1.4701121551008915,1.4665273756634631,-0.003584779437428409,-0.24384394244957394,464.5388916583449,462.4890562299006,199.91637789218902,199.9798784891412,279.3031320220358,278.73263181136906,265.8584427442242,265.6587676704908,-0.19967507373337412,0.6313071417751095,0.63013578952082,0.0,False,False,6,6
wheat,26,2007,2,0,2007-02a,2007/08,265.8584427442242,270.78581433406697,1.0185338164888873,26.842576388888894,25.974694407439205,25.974694407439205,25.903242354083392,-0.07145205335581165,-0.27508332623673765,0.07145205335581165,6.558796403584876,6.567496984146075,0.008700580561199267,0.13265514014802693,31.68868267333491,31.74814723385083,0.059464560515920084,47.214681246385965,1.407176283884189,1.4049852307731001,-0.002191053111088914,-0.15570565935356814,453.74086167106327,452.53875018068095,205.44912683616158,205.52360972569414,279.93664728663214,279.6281518621902,270.78581433406697,270.67784093551234,-0.10797339855463406,0.7415475814728935,0.7408858954663743,0.0007321845033599614,False,False,6,6
wheat,27,2007,2,1,2007-02b,2007/08,270.78581433406697,268.68839409935094,0.9922543201169007,26.842576388888894,25.903242354083392,25.903242354083392,25.933472875547107,0.030230521463712585,0.11670555002527334,0.030230521463712585,3.3530152994746936,3.349334186405871,-0.0036811130688225724,-0.1097851557491933,32.55296187438017,32.528046132458684,-0.024915741921489598,45.437216581560506,1.330406338387218,1.3312569372074303,0.0008505988202123227,0.06393526516443533,379.3155056634525,379.737798024408,215.71219056140757,215.67528039106725,264.7931850920211,264.89403568106945,268.68839409935094,268.72369180551783,0.035297706166886655,0.7946737012452784,0.7949270261592336,0.000708876741645062,False,False,6,6
wheat,28,2007,3,0,2007-03a,2007/08,268.68839409935094,266.64118116247414,0.9923807169128421,26.842576388888894,25.933472875547107,25.933472875547107,25.963242611381823,0.02976973583471379,0.11479270816360244,0.02976973583471379,0.9270560568824284,0.9234310528027598,-0.0036250040796685923,-0.39102318061099994,42.37482336673365,42.347471747671435,-0.02735161906221606,41.99931120846223,0.9923077649690742,0.9928640551183835,0.0005562901493092465,0.05606024349981616,326.23179743764445,326.668149891849,235.6709643548709,235.56430493267564,262.83921427970296,262.89545842042764,266.64118116247414,266.6608666117278,0.019685449253643128,0.8896327658379122,0.890111262670504,0.0010177425654757937,False,False,6,6
wheat,29,2007,3,1,2007-03b,2007/08,266.64118116247414,274.5267328516132,1.0295736452064923,26.842576388888894,25.963242611381823,25.963242611381823,25.849986405271572,-0.11325620611025031,-0.4362174933442281,0.11325620611025031,1.3480176244562416,1.3679451230866795,0.019927498630437857,1.4782817575160516,34.28474974004629,34.37531145452812,0.09056171448183647,45.29291791931783,1.2702918655628288,1.267473473322152,-0.0028183922406768147,-0.22186965980673018,361.6950611564215,359.2695946775324,258.0897292840031,258.0902876010946,289.1713288457286,288.4440797240259,274.5267328516132,274.27219565901726,-0.254537192595933,0.8513632226909132,0.8489639606391959,0.0011806044107001464,False,False,2,2
wheat,30,2007,4,0,2007-04a,2007/08,274.5267328516132,308.3274867350158,1.1231237247181771,26.842576388888894,25.849986405271572,25.849986405271572,25.40365340653593,-0.44633299873563603,-1.7266275956130313,0.44633299873563603,0.7523887649929081,0.7550569899957175,0.002668225002809388,0.35463381790855664,34.68566409707873,34.94303416904417,0.2573700719654397,52.18077704630193,1.4253832659346064,1.416518973184167,-0.008864292750439429,-0.6218883694153109,611.7941346911258,606.9145758677535,267.9458213832611,267.9455385835772,371.10031537562054,369.6362497688301,308.3274867350158,307.8150637726391,-0.512422962376661,0.9267352003334058,0.9253164210538837,0.0013361134396844628,False,False,1,1
wheat,31,2007,4,1,2007-04b,2007/08,308.3274867350158,310.0629500079504,1.005628636263708,26.842576388888894,25.40365340653593,25.40365340653593,25.382274355367034,-0.021379051168901875,-0.08415738802121038,0.021379051168901875,3.454917193802083,3.4560756364383773,0.0011584426362944988,0.033530257638958075,34.85832555678164,34.869905879499434,0.011580322717797742,60.81915175622743,1.6285831554305352,1.6281266425091592,-0.00045651292137605104,-0.02803129332719682,394.54220626147315,394.2735285114431,278.46184478667544,278.46063180692687,313.28595322911474,313.20450081828176,310.0629500079504,310.03444166415886,-0.02850834379154321,0.7783106071505479,0.7781287736104043,0.0013551203222489105,False,False,2,2
wheat,32,2007,5,0,2007-05a,2007/08,310.0629500079504,319.2745540446062,1.0297088189234462,26.842576388888894,25.382274355367034,25.382274355367034,25.271054783014236,-0.11121957235280058,-0.4381781190907481,0.11121957235280058,5.31166763649296,5.331236788170008,0.019569151677048424,0.3684182259936919,46.92816178624491,46.993558640683865,0.06539685443895848,77.54150110869185,1.573601672947741,1.5716758358891594,-0.0019258370585815143,-0.12238402460350403,447.9678612875097,447.4114036407974,288.55922899693826,288.43858987229083,336.3818186841097,336.13043400284283,319.2745540446062,319.1865694061628,-0.08798463844340176,0.8279177141005032,0.8279212800153422,0.08327285380489594,False,False,2,2
wheat,33,2007,5,1,2007-05b,2007/08,319.2745540446062,322.92010355398463,1.0114182275511663,26.842576388888894,25.271054783014236,25.271054783014236,25.2280540513108,-0.043000731703436636,-0.17015804078086713,0.043000731703436636,16.608270725560697,16.61626002622556,0.007989300664863919,0.04810434991626257,66.81893309845849,66.84567312892237,0.026740030463884068,103.30455957333412,1.498021471978157,1.4974748995635738,-0.000546572414583224,-0.03648628706646427,426.79278414150605,426.63373745301914,288.0751064903368,288.06570913221054,329.69040978568756,329.6361176284531,322.92010355398463,322.9011012989526,-0.01900225503203501,0.8214922454749886,0.8214929529200017,0.0829295203095761,False,False,3,3
wheat,34,2007,6,0,2007-06a,2007/08,322.92010355398463,328.3139265851153,1.0167032741900164,26.842576388888894,25.2280540513108,25.2280540513108,25.165445293029443,-0.06260875828135273,-0.24817117544624775,0.06260875828135273,37.772461565009486,37.787112158540424,0.014650593530937783,0.03878644103118066,113.05739906463549,113.11147868786651,0.05407962323101856,135.6873963982658,1.1893729689381831,1.188834960966502,-0.0005380079716810204,-0.045234588790203374,415.3013977741549,415.0442214519403,305.3437245254654,305.32203990764435,338.33102650007226,338.23869437093316,328.3139265851153,328.2816103399166,-0.032316245198728666,0.6312303605589896,0.6311853886678014,0.14766492754402227,False,False,4,4
wheat,35,2007,6,1,2007-06b,2007/08,328.3139265851153,330.0636502477484,1.0053294226072966,26.842576388888894,25.165445293029443,25.165445293029443,25.14538911330792,-0.020056179721521475,-0.07969729717867072,0.020056179721521475,62.340312944755546,62.34500613696936,0.004693192213814257,0.007528342403371071,135.04816050220802,135.06548888961032,0.01732838740230136,156.29917370945105,1.1501940512290503,1.1500532037197615,-0.00014084750928877732,-0.012245543187975405,378.6342526186727,378.568564644648,313.8898018059705,313.8849225824384,333.3131370497812,333.29001520110126,330.0636502477484,330.0555576007104,-0.008092647037983625,0.6449661486629468,0.6449614335454509,0.1343936730776862,False,False,4,4
wheat,36,2007,7,0,2007-07a,2007/08,330.0636502477484,336.7138417136693,1.0201482091739857,26.842576388888894,25.14538911330792,25.14538911330792,25.07026183582489,-0.07512727748303016,-0.29877158450202657,0.07512727748303016,111.62604605667048,111.6640116716163,0.037965614945818515,0.034011430384754536,202.84311822853846,202.90805995113192,0.06494172259345987,226.25788070765685,1.1118796130860138,1.1115347013047538,-0.0003449117812599489,-0.031020604856909714,408.0186271927847,407.75579567575153,323.7980130505733,323.7746969582331,349.0641972932367,348.96902657348863,336.7138417136693,336.6805319617575,-0.03330975191181551,0.4384482431409206,0.4383619112380111,0.17885023319337104,False,False,7,7
wheat,37,2007,7,1,2007-07b,2007/08,336.7138417136693,346.52243924222546,1.0291303662440379,26.842576388888894,25.07026183582489,25.07026183582489,24.962513390219637,-0.10774844560524915,-0.42978588062163287,0.10774844560524915,175.09163416351495,175.1450242386041,0.05339007508914051,0.030492647660870235,271.02714837602696,271.1202928815417,0.09314450551471509,293.53306885944187,1.081111370059777,1.080748570402396,-0.0003627996573809522,-0.03355802810221969,418.1827816145926,417.902543851193,341.83367370942125,341.8076759297943,364.73840608097265,364.6361363062139,346.52243924222546,346.48664482105994,-0.03579442116551945,0.45778819375454705,0.4577032569822281,0.1989362543068625,False,False,6,6
wheat,38,2007,8,0,2007-08a,2007/08,346.52243924222546,363.7036412684463,1.0495817877300895,26.842576388888894,24.962513390219637,24.962513390219637,24.78197233950407,-0.18054105071557267,-0.7232486885167141,0.18054105071557267,198.19673541168714,198.29056057933622,0.09382516764907223,0.047339411244177135,306.12755710895766,306.280628888555,0.15307177959732599,328.4555863214747,1.0714337436526693,1.0709092975774352,-0.000524446075234053,-0.048948064062845555,467.38396978464374,467.2441458890749,364.8519956473965,364.8398498427111,395.6115878885707,395.56113865662024,363.7036412684463,363.68598403726367,-0.017657231182624855,0.4213749059011191,0.4215970722471879,0.2469187449358751,False,False,8,8
wheat,39,2007,8,1,2007-08b,2007/08,363.7036412684463,375.15931417048125,1.0314972730602376,26.842576388888894,24.78197233950407,24.78197233950407,24.66696146039618,-0.11501087910788949,-0.4640909025814491,0.11501087910788949,201.9042505785694,201.96402044792043,0.05976986935104378,0.029603076299666523,307.5377882888627,307.6355543012166,0.09776601235387261,318.3032597750142,1.0342871242088523,1.0339651716971714,-0.00032195251168087857,-0.031127962839830065,422.9124651296985,422.63645426905157,385.08627962193,385.0734759978113,396.4341352742605,396.34236947918333,375.15931417048125,375.12719614220424,-0.03211802827701149,0.3775183349909452,0.37734907615002466,0.20776953802232934,False,False,8,8
wheat,40,2007,9,0,2007-09a,2007/08,375.15931417048125,363.50027320457514,0.9689224270182775,26.842576388888894,24.66696146039618,24.66696146039618,24.784051566466093,0.11709010606991323,0.4746839462083978,0.11709010606991323,106.0910824027174,106.03093195914633,-0.06015044357107513,-0.056696983581283965,134.76468279895863,134.65209983235724,-0.11258296660139422,140.22190362356753,1.0386469838290426,1.0394757483052544,0.0008287644762117186,0.07979270041842533,279.72446649246405,280.0365203254909,368.472040865525,368.47198019391055,341.84776855360667,341.94134223338466,363.50027320457514,363.5330239924974,0.03275078792228214,0.2106163586108898,0.21080757356762428,0.06491067057201431,False,False,7,7
