crop,step,tag,episode,p,d_desired_dp,d_offers_dp,d_demand_dp,d_free_dp,d_ratio_dp,d_pscar_dp,d_ptrade_dp,d_pstar_dp,num_slope,analytic_scar_slope,trade_channel,free,shift,ratio,p_scar
wheat,84,2009-07a,2010/11,305.6601746387686,-0.012482874058561398,0.005872059079181266,-0.0005808293847580727,0.01033491779099638,-3.74718474228172e-05,-0.006082260670296521,2.3810481292056692e-05,-0.0018080108641845168,-0.0006328038010698109,-0.0011982349741569127,5.833567916553889e-06,249.5256027141616,6.442218333333336,0.9280758037718875,282.6383165446652
wheat,86,2009-08a,2010/11,326.22840603950976,-0.011582151304027816,0.008817907865692103,-0.0004466102612243812,0.009228763868720197,-2.2049612769623984e-05,-0.028846031635166598,-0.0002791896724194525,-0.00884924225775871,-0.003097234793264823,-0.0009662928334553957,-6.840146974276584e-05,370.5197381172177,6.442218333333336,0.9006477229847248,375.9009715865929
wheat,88,2009-09a,2010/11,317.77358355651404,-0.011937236935728988,0.00578654517747425,-0.0005417481278623817,0.009573956100738076,-2.6564389920105374e-05,-0.007913678563232128,0.0008697146248781087,-0.0017653033302133605,-0.0006178561664690774,-0.0007664087461459891,0.0002130800830951366,226.86802639262666,6.442218333333336,0.6473545782367899,177.8744337559604
wheat,90,2009-10a,2010/11,292.7844576500136,-0.013116230883246949,0.006358059489548131,-0.0005073404151314058,0.010484292000423532,-4.44487491233865e-05,-0.012777871695898961,-0.0026040144126839447,-0.005656171590853282,-0.001979660051944957,-0.0012824478933971335,-0.0006379835311075664,126.32912195271481,6.442218333333336,0.5628916092596217,154.67341014854634
wheat,92,2009-11a,2010/11,272.1097809154269,-0.01426867016067512,0.00697954840114469,-0.0003970675526434755,0.011543722324150922,-4.8670238576209034e-05,-0.013476791924319264,-0.00026133439746058994,-0.004225971664396393,-0.001479090085149973,-0.001422421271343429,-6.402692737784452e-05,122.01487105445204,6.442218333333336,0.5415962901284035,150.74785631715102
wheat,94,2009-12a,2010/11,257.67834380663385,-0.015191465295115355,0.007430935474407805,-0.00042274703095887957,0.012479778675652368,-5.505808171738814e-05,-0.015328170698500778,-0.0008260975043515107,-0.005176719463147786,-0.0018118518109987336,-0.001636196084675174,-0.00020239388856612008,117.00083406585702,6.442218333333336,0.5446040223907888,154.13661554138054
wheat,96,2010-01a,2010/11,246.00660661094616,-0.016023245558386332,0.00783780244927522,-0.0004458937537223931,0.01321549169976212,-5.6205325053694114e-05,-0.015588155531450817,-0.0019313213882445521,-0.006028371625429817,-0.0021099300689004356,-0.0016710902922965612,-0.0004731737401199152,122.40802930294109,6.442218333333336,0.5479985320645042,155.17171086693503
wheat,98,2010-02a,2010/11,233.59114567962837,-0.017006480329684923,0.008318753693843918,-0.00047325514197726204,0.014001625536713328,-5.3210246809457326e-05,-0.014699761915619683,0.01321496284775835,0.0048405454248285846,0.0016941908999067335,-0.0015827361480742024,0.0032376658977007955,122.3752707174899,6.442218333333336,0.48954390104575624,138.68056206711486
wheat,100,2010-03a,2010/11,217.53874854981868,-0.018457469297067586,0.004583059644063962,-0.001485843729063392,0.015352116568386923,-6.434664877348648e-05,-0.01275168691313612,0.0010647900825787847,-0.003080153010909637,-0.0010780535557781416,-0.0018772446651900835,0.0002608735702318022,109.35479506147708,6.442218333333336,0.4853499982412821,134.8530205975637
wheat,102,2010-04a,2010/11,215.1713413729425,-0.01869119993261691,0.005542156972635265,-0.0009764036643949949,0.015547739412121857,-8.92954252115028e-05,-0.02250773807505075,-0.0008984147722374796,-0.00738121176110013,-0.002583424119357042,-0.002597526952733996,-0.00022011161919818247,101.05088985115401,6.442218333333336,0.6173658141985954,171.03466104726093
wheat,104,2010-05a,2010/11,219.28674197438528,-0.018288371827638122,0.00431267864976202,-0.0011877428421281163,0.015068080563292,-0.00012093455586591157,-0.03089289828996309,0.001922023715443474,-0.007922452880346055,-0.0027728585094172167,-0.003512238211699251,0.00047089581028365103,99.35549051923044,6.442218333333336,0.8491193603315513,234.8621291473865
wheat,106,2010-06a,2010/11,232.01057251332293,-0.017139783514052525,0.00813820507694844,-0.0007854369955155658,0.014266908150465586,-8.744556641025895e-05,-0.022736759762658047,-0.016196839514935564,-0.01815881559476489,-0.006355585459086475,-0.002734853534911626,-0.003968225681159213,148.85463208689964,6.442218333333336,0.9518545224882389,283.5159890240436
wheat,108,2010-07a,2010/11,246.1478379352722,-0.016012673375240496,0.007445410229875242,-0.0009914589364016684,0.01312552481220329,-5.571523047765406e-05,-0.03126511091451173,0.00020589522423841342,-0.009235406614499979,-0.003232392312188342,-0.0019098795857531306,5.044432993841128e-05,230.49065459971706,6.442218333333336,1.0057327091134582,328.3411619965999
wheat,110,2010-08a,2010/11,285.63998619322336,-0.013494208631303755,0.009512541154010987,-0.0005203396055837674,0.010190817133870177,-3.3609229420151445e-05,-0.010674606313122557,0.0013768431931396048,-0.002238591653763951,-0.0007835070847874942,-0.0016041074420212321,0.0003373265823192031,314.74456587960657,6.442218333333336,1.0592713202020079,481.4961436703327
wheat,112,2010-09a,2010/11,317.76087777636724,-0.011937785849288073,0.005113510159040134,-0.000448051069108151,0.008945994399497373,-5.470184545080019e-05,-0.018356621383413246,0.0011423792621275614,-0.004707320930640244,-0.0016475623208046816,-0.00211453291688404,0.0002798829192212525,151.06979950216555,6.442218333333336,0.9631347474694605,354.5767249292748
wheat,114,2010-10a,2010/11,335.2403283147107,-0.011224824988556783,0.004656165291455937,-0.00034605556163732807,0.008401607432008644,-7.42642708673832e-05,-0.027872229720223834,-0.0005479925387632223,-0.00874526369659261,-0.0030608422921118116,-0.0029397629600855482,-0.00013425817199698943,85.9033332218267,6.442218333333336,0.8162693995574548,307.7347986396276
wheat,116,2010-11a,2010/11,359.94327583498637,-0.010343561470902147,0.0030175765274179523,-0.0004284895891126834,0.008310404227613572,-9.387038907261833e-05,-0.03431090534624674,-0.00025648012575738753,-0.01047280770137959,-0.0036654826994309384,-0.0037257899470992083,-6.283763081055994e-05,72.39472817937948,6.442218333333336,0.8905047984992999,336.6175180986539
wheat,118,2010-12a,2010/11,381.98745595979983,-0.009660126369999892,0.003936699099037346,-0.00027785832454965166,0.007373804976294373,-7.090904456882634e-05,-0.027496178497310206,-0.003185979251095305,-0.010479039027935969,-0.00366766366349783,-0.0028306129144261122,-0.0007805649165183496,77.55764963507454,6.442218333333336,0.8077716186374989,307.0988152635424
wheat,120,2011-01a,2010/11,407.6223505886244,-0.008964840909006058,0.0036533560505706895,-0.00025785953299675495,0.006816018907756911,-5.371032326003652e-05,-0.020966161434820704,0.005233050072167966,-0.002626713381323147,-0.0009193496806740776,-0.0021440893558841785,0.0012820972676811516,88.6306416915397,6.442218333333336,0.7491754517991317,284.8258184439641
wheat,122,2011-02a,2010/11,434.3629509715173,-0.00833313817530906,0.003381242813098152,-0.0004425911437074719,0.006027847545039714,-4.023735901915157e-05,-0.020096152577543065,0.0067719831950098,-0.0012884575380647208,-0.00045096014159430673,-0.0017259395578307624,0.0016591358827774006,91.2201591781223,6.442218333333336,0.651920294478803,266.3184880464928
wheat,124,2011-03a,calm,456.0058169777982,-0.007879947684804874,0.003289502557108984,-0.00048251354370641367,0.0055221566686753576,-2.9928353865233504e-05,-0.013495314268559629,0.01733372975213189,0.008085016543431333,0.002829755788331141,-0.0012794067565515554,0.004246763789272313,95.90690522518938,6.442218333333336,0.5547000873527518,225.83681748266588
wheat,126,2011-04a,calm,480.6613004312868,-0.0074169310833794785,0.0011305034087810356,-0.00043040359371040185,0.0055864488847206534,-4.44613852276956e-05,-0.022324370839707078,4.517689034095839e-05,-0.006665687428082148,-0.0023329905995330994,-0.002117141168199969,1.1068338133534804e-05,85.2571519809702,6.442218333333336,0.7298162237484557,330.97183831909945
wheat,128,2011-05a,calm,502.9669028102844,-0.00703993996293954,0.0013506809587789188,-0.00048097399110847864,0.005794519780715852,-5.586426828389512e-05,-0.020222530441030177,0.0009591911728202647,-0.005395325313030111,-0.0018883638584303766,-0.0022756386684185414,0.00023500183734096483,90.28181302476514,6.442218333333336,0.9325047530265829,361.76866328790845
wheat,130,2011-06a,calm,522.2323955484613,-0.00674211093555234,0.0015082554015916412,-0.0003985890482015364,0.005018219655942789,-3.448247169962863e-05,-0.010268741172323263,6.7128794943023e-05,-0.0030336321946926276,-0.0010617712637885405,-0.0014179638642041893,1.6446554761040635e-05,140.39750433997185,6.442218333333336,1.0090025803792708,395.15706642320777
wheat,132,2011-07a,calm,521.1498227230813,-0.0067582194643153555,0.003065114338570224,-0.0003150201252786114,0.005543276092290731,-2.3425268164994364e-05,-0.0033627856300711876,0.0011348312896202976,-0.00021445378410568633,-7.505882879991361e-05,-0.0008223952044057161,0.00027803366595697285,231.1843347483795,6.442218333333336,1.0041833817871477,335.75286602953753
wheat,134,2011-08a,calm,520.7786903378519,-0.006763758433757133,0.005167367020683194,-0.00025604539146917857,0.005533658182559474,-1.4694241219379381e-05,-0.030598270296109138,-0.001750409783304704,-0.01040476793387151,-0.0036416687724889958,-0.0005977086357283408,-0.00042885039690965243,351.6734386039539,6.442218333333336,0.9509510119128748,368.39286603530553
wheat,136,2011-09a,calm,504.5065640216849,-0.007015238330896284,0.0034191582319979224,-0.00021133235531381773,0.005577003691255514,-1.4884586014320037e-05,-0.004307119529799131,0.00045891221093591946,-0.0009708973104395607,-0.00033981405471035015,-0.0004659739180446846,0.00011243349167930026,308.85928391179124,6.442218333333336,0.8415150121316313,250.89812601583208
wheat,138,2011-10a,calm,472.0607862440004,-0.007572541465726582,0.0037946078484182907,-0.0003077510397752528,0.006178858838667023,-1.8026221945103392e-05,-0.007107548932925129,-0.001976531260562349,-0.0035158365583576805,-0.001230542791210647,-0.0005527216727108149,-0.0004842501588377755,277.80532939142455,6.442218333333336,0.8292646775955635,242.16180665716428
wheat,140,2011-11a,calm,438.9535174394783,-0.008232997069629574,0.004147320322429186,-0.00036783644500639406,0.006733101618491387,-1.964816004053586e-05,-0.00847533801168616,-0.002261085734575153,-0.004125361419003431,-0.0014438764972986887,-0.0005934992320284214,-0.0005539660049709124,277.80538119545,6.442218333333336,0.8294754252620454,238.6231085437379
wheat,142,2011-12a,calm,412.3418598419318,-0.008846943120344541,0.004456591771263867,-0.00039526652075260984,0.007363319580296171,-2.139309186855653e-05,-0.007491950991265575,-0.0009847373389929605,-0.002936901444669238,-0.0010279155066681464,-0.0006790972898968772,-0.0002412606480532753,282.4967641395342,6.442218333333336,0.8394716712809236,253.79039828455984
maize,24,2007-01a,2007/08,265.5880463091658,-0.024498446467986167,0.012896241270973482,-0.0012154941055863469,0.0238531443089624,-0.0005221197320933003,-0.06897177121929533,-0.0006064899404026738,-0.014279546197251348,-0.004997841167165222,-0.004080077977001161,-0.00016981718331274864,86.82019727317402,6.517772,2.0430679862615757,268.32689783178546
maize,26,2007-02a,2007/08,215.0777992684791,-0.03189001476981327,0.01880783767476665,-0.0010593751153218575,0.031867339248701866,-0.0005331110460377871,-0.06109714837797667,-0.002324971494323589,-0.014079406871054204,-0.004927792402226048,-0.003999480702576963,-0.0006509920184106048,98.66928250773464,6.517772,1.7596819182034167,221.87232286380083
maize,28,2007-03a,2007/08,190.08266565982035,-0.037215260063473816,0.02275158487714057,-0.0011570940151545979,0.0371892418898331,-0.0004407530502667774,-0.05195692769882342,-0.0022226749115051942,-0.012169525465978381,-0.004259333913466241,-0.003352072666278265,-0.0006223489752214544,122.40575152282406,6.517772,1.5279536059654182,195.30407285338563
maize,30,2007-04a,2007/08,172.9528037934592,-0.04187836249548895,0.02604463818493704,-0.0012666979450426672,0.04184913784218336,-0.0003803318923327902,-0.04336981699914143,-0.002371426961651801,-0.010571104964219761,-0.0036998867391202384,-0.0029361008916687597,-0.0006639995492625042,146.70345322168527,6.517772,1.3924998586354398,180.67015816158997
maize,32,2007-05a,2007/08,167.25945400924306,-0.04366775418922629,0.026874199360212007,-0.001320821808656216,0.0429431257315833,-0.00036215517207667964,-0.06587614320226438,-0.0035495436264034175,-0.01601486354497413,-0.00560520224753798,-0.003963339230969989,-0.0009938722153929568,156.27028036939984,6.517772,1.3728515126282947,252.5068447299829
maize,34,2007-06a,2007/08,171.7575847231754,-0.042242955427336915,0.02599734350657467,-0.001277725814391396,0.04158298773426989,-0.0003624684736737048,-0.06731353607585726,-0.005923201715463368,-0.01820126858423263,-0.0063704440053088,-0.0039746361927529335,-0.0016584964803297427,150.87251435990459,6.517772,1.3719316475780965,252.83817828669658
maize,36,2007-07a,2007/08,177.1651599969254,-0.04063743608529901,0.0155013520870207,-0.0025664156454051736,0.039932715781338814,-0.000383755984408818,-0.040364811105620735,-0.010903610471540532,-0.016795850593543823,-0.005878547709344588,-0.0041549244354449335,-0.0030530109320313485,134.0837698366599,6.517772,1.3511899215156524,245.8710524019671
maize,38,2007-08a,2007/08,190.85388931264018,-0.037027375650058175,0.0036011075410352124,-0.0026548850774537904,0.036405007368330675,-0.0004528257382448021,-0.09895431446477154,-0.0003025464160923112,-0.02003290001987141,-0.00701151500397662,-0.007091119918204789,-8.471299650584713e-05,105.62847466638144,6.517772,1.3949374168222333,367.13136067593524
maize,40,2007-09a,2007/08,186.26479449836074,-0.03817119254688943,0.023491481469986426,-0.0011545668998020038,0.03778757378322188,-0.0002337321355450426,-0.05950898334185251,-0.001235267799234887,-0.012890010903180782,-0.00451150381802062,-0.0024877500214894595,-0.0003458749837857683,191.19454635109855,6.517772,1.2229343607271255,218.7633137913444
maize,42,2007-10a,2007/08,178.24909448584236,-0.04032877543471505,0.04006715389416996,0.0,0.040040360627629015,-0.00010246783969413662,-0.011643609154282692,0.0,-0.0023287218308565383,-0.000815052648772258,-0.0008150526399433619,0.0,419.8428981102245,6.517772,1.0911054768093753,145.8639091535751
maize,44,2007-11a,2007/08,177.00464942916528,-0.040683504629066024,0.03927348568021738,-9.168769665686485e-05,0.038625793669168566,-8.190889830282446e-05,-0.02358653431663716,-0.001966647190165261,-0.006290624612248233,-0.002201718611878325,-0.0008971608908544061,-0.000550661213246273,492.0107030722559,6.517772,1.0571670975304224,194.61034431107953
maize,46,2007-12a,2007/08,183.51105616643719,-0.038888519257328426,0.023454165499629902,-0.0012145660382358943,0.03677298302170617,-0.00032889422159876325,-0.05783717714559605,-0.0005795114790068904,-0.012031044604580854,-0.004210865609667332,-0.0037694148599850905,-0.00016226321412192928,154.55536820209133,6.517772,1.4406235425471783,277.49249188697064
maize,48,2008-01a,2007/08,193.25600033209622,-0.036452974066377306,0.01773160528476898,-0.001138499103232937,0.031026150293858683,-0.00035267742294489067,-0.07137101882761868,0.0012991935718942998,-0.013234848909478972,-0.004632197118685309,-0.004109239694246867,0.0003637742001304039,128.5221988140971,6.517772,1.5350131567381473,300.5930620024307
maize,50,2008-02a,2007/08,198.01677430663324,-0.035360770813485876,0.017265872155022132,-0.0011043874167606376,0.030210614905687945,-0.0003210254081781621,-0.04858529933564163,0.002856000653607837,-0.007432259335630148,-0.002601290759576301,-0.0034095707112972674,0.0007996801830101943,130.69994411418756,6.517772,1.4581091268745066,260.2755408286883
maize,52,2008-03a,2007/08,202.2457235158427,-0.03443895907822167,0.016535243979558856,-0.0010416777565232004,0.02946551357122452,-0.0002679009155233302,-0.05168634901093297,-0.0004052878474200783,-0.010661500080122656,-0.003731525025934971,-0.0031114633006180735,-0.00011348059727762191,145.6691416326913,6.517772,1.383685826203626,270.0915590112846
maize,54,2008-04a,calm,208.64160593105734,-0.03312440258772856,0.01590408342705734,-0.0010019162684731843,0.028301167078574888,-0.00022109310718347442,-0.03703323618262838,-0.0008732485502594495,-0.00810524607537101,-0.002836836125017627,-0.0025261069657735525,-0.00024450959407264585,163.7643706372085,6.517772,1.3302705118236517,255.44625006674679
maize,56,2008-05a,calm,212.12876269454634,-0.03244514742704544,0.015577951334683239,-0.0009813707873808934,0.02751327540220831,-0.00019799561095667183,-0.033415085928771154,-0.0005079942658858942,-0.007089412599802779,-0.0024812944062464325,-0.002268671223832461,-0.00014223839444805038,174.78491980645123,6.517772,1.3047206014117736,251.25606475068557
maize,58,2008-06a,calm,213.94046711259702,-0.03210206914193475,0.01558695370776721,-0.0009570956553507724,0.027245866460617756,-0.00018944371885249204,-0.02900877615771399,0.0004737014140970928,-0.005422794097608151,-0.0018979779368198263,-0.0021802660252956342,0.00013263639594718598,174.8000670826319,6.517772,1.260724292795653,243.85543103880093
maize,60,2008-07a,calm,213.52910035969353,-0.032179394096026416,0.01614848940153493,-0.001374086459555069,0.027282596410803356,-0.00018294697901611088,-0.02328849710164492,0.00011214874045642977,-0.004567980430625933,-0.0015987931523828841,-0.0021056094217827767,3.140164732780033e-05,167.17308250540606,6.517772,1.164706490155078,225.2952849114931
maize,62,2008-08a,calm,208.44301737983108,-0.03316385527739243,0.012573569230170705,-0.0015806540117968473,0.03202783009437907,-0.00022762424021835937,-0.029986433516046195,-0.0001758156779594405,-0.006137939246940316,-0.002148278739156159,-0.0024500483104887183,-4.9228389828643335e-05,147.45682525582606,6.517772,1.0943092495437385,197.96081953860096
maize,64,2008-09a,calm,202.4244762084898,-0.034400948747949994,0.020128784147610553,-0.0007202469078599692,0.029042297751161614,-0.00015319122241230174,-0.04362655040191762,-0.005414177328670795,-0.013056651941916094,-0.004569828174054374,-0.0015860656470469384,-0.0015159696520278224,212.73060867745545,6.517772,1.1564831314035509,201.2378245559278
