crop,country,t,year,month,step_of_year,episode,cut,cover_mmt,target_mmt,lean_gap_mmt,safety_mmt,surplus_mmt,offers_mmt,unmet_other_mmt,ask_t,ask_next,p_t,p_next,ask_at_clip,implied_r_step_ask,implied_r_step_ask_carry,implied_r_step_world,implied_r_annual_ask,convenience_yield_usd_t,convenience_yield_frac
wheat,China,0,2006,1,0,calm,0.0,36.27982659029443,46.32502796981767,24.425027969817663,21.900000000000002,0.0,0.0,1.8447570375035194,213.5463324652778,213.54633246527783,211.44496765129992,209.1136780638826,False,2.220446049250313e-16,-0.007024236767184333,-0.011025514644840917,5.329070518200751e-15,1.9448881926360002,0.009107570100517812
wheat,RestOfWorld,0,2006,1,0,calm,0.0,14.868365342676661,102.45599166666669,66.81912500000001,35.63686666666668,0.0,0.0,0.9178567264134654,213.5463324652778,213.54633246527783,211.44496765129992,209.1136780638826,False,2.220446049250313e-16,-0.007024236767184333,-0.011025514644840917,5.329070518200751e-15,1.9448881926360002,0.009107570100517812
wheat,USA,1,2006,1,1,calm,0.0,16.563466666666667,16.563466666666667,10.352166666666665,6.2113000000000005,1.6171679913860224,1.6171679913860224,3.001699693925605,211.42131022950252,217.9840054452466,209.1136780638826,205.35844627860143,False,0.031040840720455876,0.023946002464219074,-0.01795784866896155,1.082671839100274,-4.6222341527659125,-0.021862669130885505
wheat,Russia,1,2006,1,1,calm,0.0,20.398399999999995,20.398399999999995,12.748999999999997,7.6494,3.2219533348302285,3.2219533348302285,3.001699693925605,203.10831629993652,197.4121908673043,209.1136780638826,205.35844627860143,False,-0.028044767129183246,-0.035429989100030146,-0.01795784866896155,-0.494745378200536,7.619267758257109,0.037513322433363555
wheat,EU,1,2006,1,1,calm,0.0,62.28596842521197,66.18835555555557,41.36772222222224,24.82063333333334,0.0,0.0,2.890864945101453,213.54633246527783,213.16808679876183,209.1136780638826,205.35844627860143,False,-0.0017712580785131937,-0.008795494845697638,-0.01795784866896155,-0.041655427500645104,2.3231338591520228,0.010878828179031168
wheat,Ukraine,1,2006,1,1,calm,0.0,6.644444444444445,6.644444444444445,4.152777777777778,2.491666666666667,2.1654775658376666,2.1654775658376666,3.001699693925605,199.03325062391008,188.1227834244346,209.1136780638826,205.35844627860143,False,-0.05481730899372039,-0.0623537381848126,-0.01795784866896155,-0.7415489882243437,12.825119804941977,0.06443707151814604
wheat,Kazakhstan,1,2006,1,1,calm,0.0,4.017777777777779,4.017777777777779,2.511111111111112,1.5066666666666668,2.6112983466528004,2.6112983466528004,3.001699693925605,200.53976622460232,191.25417077799457,209.1136780638826,205.35844627860143,False,-0.046303013219871736,-0.053782826467085765,-0.01795784866896155,-0.67948389868568,11.203386626242349,0.055866159800419236
wheat,Canada,1,2006,1,1,calm,0.0,4.290844444444445,4.290844444444445,2.681777777777778,1.6090666666666669,3.790027863629697,3.790027863629697,3.001699693925605,202.759629994396,196.5522856371064,209.1136780638826,205.35844627860143,False,-0.03061430106901042,-0.03801222342683608,-0.01795784866896155,-0.5258468917226169,8.129760253111272,0.0400955567601695
wheat,Australia,1,2006,1,1,calm,0.0,1.4846557450449982,1.4846557450449982,0.18732241171166475,1.2973333333333334,10.255034257734629,10.255034257734629,3.001699693925605,198.96016381890183,187.7014467171122,209.1136780638826,205.35844627860143,False,-0.056587795695813736,-0.0641269933482912,-0.01795784866896155,-0.752921040887687,13.17321744307904,0.0662103266816246
wheat,Argentina,1,2006,1,1,calm,0.0,1.135,1.135,0.0,1.135,10.780887952809762,10.780887952809762,3.001699693925605,198.2712247242223,186.34128416859846,209.1136780638826,205.35844627860143,False,-0.06016980311801334,-0.06773519745138856,-0.01795784866896155,-0.7744797851784506,13.843005607132653,0.06981853078472203
wheat,Brazil,1,2006,1,1,calm,0.0,1.0512370510635034,5.715555555555557,3.572222222222223,2.143333333333334,0.0,0.0,2.9862989856569926,213.54633246527783,213.16808679876183,209.1136780638826,205.35844627860143,False,-0.0017712580785131937,-0.008795494845697638,-0.01795784866896155,-0.041655427500645104,2.3231338591520228,0.010878828179031168
wheat,India,1,2006,1,1,calm,0.0,5.255182886471129,15.404900000000001,0.0,15.404900000000001,0.0,0.0,2.900961244150176,213.54633246527783,213.16808679876183,209.1136780638826,205.35844627860143,False,-0.0017712580785131937,-0.008795494845697638,-0.01795784866896155,-0.041655427500645104,2.3231338591520228,0.010878828179031168
wheat,China,1,2006,1,1,calm,0.0,32.00363968360953,41.76252796981767,19.862527969817663,21.900000000000002,0.0,0.0,2.489436963455866,213.54633246527783,213.16808679876183,209.1136780638826,205.35844627860143,False,-0.0017712580785131937,-0.008795494845697638,-0.01795784866896155,-0.041655427500645104,2.3231338591520228,0.010878828179031168
wheat,RestOfWorld,1,2006,1,1,calm,0.0,13.00257660190264,95.03164444444447,59.39477777777779,35.63686666666668,0.0,0.0,0.9960422969900073,213.54633246527783,213.16808679876183,209.1136780638826,205.35844627860143,False,-0.0017712580785131937,-0.008795494845697638,-0.01795784866896155,-0.041655427500645104,2.3231338591520228,0.010878828179031168
wheat,USA,2,2006,2,2,calm,0.0,15.269445833333332,15.269445833333332,9.058145833333333,6.2113000000000005,0.08074676886378995,0.08074676886378995,4.339705381369024,217.9840054452466,224.2221324276846,205.35844627860143,201.99283273576924,False,0.02861736102929302,0.02173612221116894,-0.016388970620990206,0.9683050281946881,-4.283993637760403,-0.019652788877835628
wheat,Russia,2,2006,2,2,calm,0.0,18.804775,18.804775,11.155374999999998,7.6494,1.9103707434478032,1.9103707434478032,4.339705381369024,197.4121908673043,198.12310687657174,205.35844627860143,201.99283273576924,False,0.0036011758247762593,-0.003997139119250037,-0.016388970620990206,0.09010385421044398,1.2003593883727888,0.006080472452583444
wheat,EU,2,2006,2,2,calm,0.0,57.30006397310872,61.0173902777778,36.19675694444446,24.82063333333334,0.0,0.0,4.202147682952282,213.16808679876183,212.43829322648358,205.35844627860143,201.99283273576924,False,-0.0034235592355210676,-0.010460259815453843,-0.016388970620990206,-0.07901026896375207,2.6738937531090414,0.012543593148787282
wheat,Ukraine,2,2006,2,2,calm,0.0,6.1253472222222225,6.1253472222222225,3.633680555555556,2.491666666666667,1.860210374497818,1.860210374497818,4.339705381369024,188.1227834244346,180.3345723536031,205.35844627860143,201.99283273576924,False,-0.041399616405101036,-0.04937313227965501,-0.016388970620990206,-0.6375047144975052,9.680133536299081,0.05145646561298839
wheat,Kazakhstan,2,2006,2,2,calm,0.0,3.7038888888888897,3.7038888888888897,2.197222222222223,1.5066666666666668,2.003214548913512,2.003214548913512,4.339705381369024,191.25417077799457,185.35830912896412,205.35844627860143,201.99283273576924,False,-0.030827362483374476,-0.038670328698951484,-0.016388970620990206,-0.5283417202768211,7.794307838151298,0.04075366203228494
wheat,Canada,2,2006,2,2,calm,0.0,3.955622222222223,3.955622222222223,2.346555555555556,1.6090666666666669,2.3163968143546114,2.3163968143546114,4.339705381369024,196.5522856371064,195.86846551458328,205.35844627860143,201.99283273576924,False,-0.003479074895041623,-0.011110632040957746,-0.016388970620990206,-0.0802408004263706,2.5933040509337673,0.013193965374291159
wheat,Australia,2,2006,2,2,calm,0.0,3.189277777777778,3.189277777777778,1.8919444444444447,1.2973333333333334,6.692608979364416,6.692608979364416,4.339705381369024,187.7014467171122,180.2992498224697,205.35844627860143,201.99283273576924,False,-0.03943601407504571,-0.0474274282395869,-0.016388970620990206,-0.6192576427950589,9.293241575303142,0.04951076157292028
wheat,Argentina,2,2006,2,2,calm,0.0,2.7902083333333323,2.7902083333333323,1.6552083333333325,1.135,7.621088889458417,7.621088889458417,4.339705381369024,186.34128416859846,177.95174278948218,205.35844627860143,201.99283273576924,False,-0.045022451232683225,-0.0530721971958098,-0.016388970620990206,-0.668993991143928,10.277752387800888,0.05515553052914324
wheat,Brazil,2,2006,2,2,calm,0.0,0.9610468909012064,5.269027777777779,3.125694444444445,2.143333333333334,0.0,0.0,4.317170467449192,213.16808679876183,212.43829322648358,205.35844627860143,201.99283273576924,False,-0.0034235592355210676,-0.010460259815453843,-0.016388970620990206,-0.07901026896375207,2.6738937531090414,0.012543593148787282
wheat,India,2,2006,2,2,calm,0.0,2.74695391874924,15.404900000000001,0.0,15.404900000000001,0.0,0.0,4.031703017011379,213.16808679876183,212.43829322648358,205.35844627860143,201.99283273576924,False,-0.0034235592355210676,-0.010460259815453843,-0.016388970620990206,-0.07901026896375207,2.6738937531090414,0.012543593148787282
wheat,China,2,2006,2,2,calm,0.0,27.69521009239331,37.20002796981767,15.300027969817663,21.900000000000002,0.0,0.0,3.7890521520034994,213.16808679876183,212.43829322648358,205.35844627860143,201.99283273576924,False,-0.0034235592355210676,-0.010460259815453843,-0.016388970620990206,-0.07901026896375207,2.6738937531090414,0.012543593148787282
wheat,RestOfWorld,2,2006,2,2,calm,0.0,10.111500873718313,87.60729722222224,51.970430555555566,35.63686666666668,0.0,0.0,1.6672734687218718,213.16808679876183,212.43829322648358,205.35844627860143,201.99283273576924,False,-0.0034235592355210676,-0.010460259815453843,-0.016388970620990206,-0.07901026896375207,2.6738937531090414,0.012543593148787282
wheat,USA,3,2006,2,3,calm,0.0,13.968945251486243,13.975425000000001,7.764125,6.2113000000000005,0.0,0.0,5.511058268281428,224.2221324276846,220.82666892084964,201.99283273576924,198.8717430401989,False,-0.015143302180172014,-0.02183309673238365,-0.015451487329023683,-0.30664918974879185,5.362592949392678,0.0239164300657171
wheat,Russia,3,2006,2,3,calm,0.0,17.211149999999996,17.211149999999996,9.561749999999998,7.6494,0.6739935373470018,0.6739935373470018,5.511154633752979,198.12310687657174,205.70483895778818,201.99283273576924,198.8717430401989,False,0.03826778310083623,0.030696732839977647,-0.015451487329023683,1.462776943547074,-5.668975608556906,-0.02861339950664416
wheat,EU,3,2006,2,3,calm,0.0,52.258512735635996,55.84642500000002,31.025791666666677,24.82063333333334,0.0,0.0,5.375682494414422,212.43829322648358,211.1639207758648,201.99283273576924,198.8717430401989,False,-0.005998788783621811,-0.0130596626836057,-0.015451487329023683,-0.1344624250636024,3.2169522281739944,0.01514299601693916
wheat,Ukraine,3,2006,2,3,calm,0.0,5.606250000000001,5.606250000000001,3.1145833333333335,2.491666666666667,1.5215834521046494,1.5215834521046494,5.511154633752979,180.3345723536031,175.05326702845304,201.99283273576924,198.8717430401989,False,-0.029286149939094286,-0.03760402254900508,-0.015451487329023683,-0.5100075058110214,7.157002350886756,0.03968735588233843
wheat,Kazakhstan,3,2006,2,3,calm,0.0,3.3900000000000006,3.3900000000000006,1.8833333333333337,1.5066666666666668,1.39837839809333,1.39837839809333,5.511154633752979,185.35830912896412,182.70041696826314,201.99283273576924,198.8717430401989,False,-0.01433921237839808,-0.022431647009728106,-0.015451487329023683,-0.2929347291298523,4.544055304719677,0.024514980343061526
wheat,Canada,3,2006,2,3,calm,0.0,3.6204,3.6204,2.0113333333333334,1.6090666666666669,0.9777172838306152,0.9777172838306152,5.511154633752979,195.86846551458328,200.80376952592945,201.99283273576924,198.8717430401989,False,0.02519703209181845,0.01753883149245583,-0.015451487329023683,0.817088860276912,-3.0272447081907785,-0.015455498159122437
wheat,Australia,3,2006,2,3,calm,0.0,2.9190000000000005,2.9190000000000005,1.6216666666666668,1.2973333333333334,5.112629040645128,5.112629040645128,5.511154633752979,180.2992498224697,175.65447908696774,201.99283273576924,198.8717430401989,False,-0.025761453472909035,-0.03408095564209146,-0.015451487329023683,-0.46547575246653183,6.5203941726321375,0.036164288975424994
wheat,Argentina,3,2006,2,3,calm,0.0,2.553749999999999,2.553749999999999,1.4187499999999993,1.135,6.2184721717018085,6.2184721717018085,5.511154633752979,177.95174278948218,171.94958660249944,201.99283273576924,198.8717430401989,False,-0.033729122811027024,-0.04215837434004699,-0.015451487329023683,-0.5610921293651079,7.872888984460843,0.044241707673380364
wheat,Brazil,3,2006,2,3,calm,0.0,0.833996301888333,4.822500000000002,2.679166666666667,2.143333333333334,0.0,0.0,5.489815469024406,212.43829322648358,211.1639207758648,201.99283273576924,198.8717430401989,False,-0.005998788783621811,-0.0130596626836057,-0.015451487329023683,-0.1344624250636024,3.2169522281739944,0.01514299601693916
wheat,India,3,2006,2,3,calm,0.0,0.22335643013875073,15.404900000000001,0.0,15.404900000000001,0.0,0.0,4.901759962875662,212.43829322648358,211.1639207758648,201.99283273576924,198.8717430401989,False,-0.005998788783621811,-0.0130596626836057,-0.015451487329023683,-0.1344624250636024,3.2169522281739944,0.01514299601693916
wheat,China,3,2006,2,3,calm,0.0,23.315606772998386,32.63752796981767,10.737527969817663,21.900000000000002,0.0,0.0,4.947602235537208,212.43829322648358,211.1639207758648,201.99283273576924,198.8717430401989,False,-0.005998788783621811,-0.0130596626836057,-0.015451487329023683,-0.1344624250636024,3.2169522281739944,0.01514299601693916
wheat,RestOfWorld,3,2006,2,3,calm,0.0,6.170717234120574,80.18295000000002,44.54608333333334,35.63686666666668,0.0,0.0,2.414989637693199,212.43829322648358,211.1639207758648,201.99283273576924,198.8717430401989,False,-0.005998788783621811,-0.0130596626836057,-0.015451487329023683,-0.1344624250636024,3.2169522281739944,0.01514299601693916
wheat,USA,4,2006,3,4,calm,0.0,12.664504940980986,13.975425,7.764124999999999,6.2113000000000005,0.0,0.0,6.730938418101308,220.82666892084964,217.4365784075352,198.8717430401989,197.94332578790713,False,-0.015351816562199527,-0.022144474384419577,-0.004668422160427843,-0.3101637434370468,5.350146073566236,0.024227807717752948
wheat,Russia,4,2006,3,4,calm,0.0,15.635971020456525,17.211149999999996,9.561749999999996,7.6494,0.0,0.0,6.77639755341428,205.70483895778818,205.03667783782478,198.8717430401989,197.94332578790713,False,-0.0032481546051549293,-0.01054015613316861,-0.004668422160427843,-0.07511196445578117,2.5967128677921494,0.012623489466502097
wheat,EU,4,2006,3,4,calm,0.0,47.1957852131442,55.846425000000025,31.02579166666668,24.82063333333334,0.0,0.0,6.315704034174779,211.1639207758648,209.5131249286476,198.8717430401989,197.94332578790713,False,-0.00781760369456952,-0.014921089907974916,-0.004668422160427843,-0.17168330225756756,3.590720682166932,0.01700442324130845
wheat,Ukraine,4,2006,3,4,calm,0.0,5.606250000000001,5.606250000000001,3.1145833333333335,2.491666666666667,0.6275438608782125,0.6275438608782125,6.819484946116612,175.05326702845304,176.92581086095146,198.8717430401989,197.94332578790713,False,0.010696994487935374,0.0021281741199259407,-0.004668422160427843,0.2909320458049811,-0.00784952618911916,-4.484078659236508e-05
wheat,Kazakhstan,4,2006,3,4,calm,0.0,3.3900000000000006,3.3900000000000006,1.883333333333334,1.5066666666666668,0.4949487555045544,0.4949487555045544,6.819484946116612,182.70041696826314,193.01347900059628,198.8717430401989,197.94332578790713,False,0.056447939219123944,0.04823777733284573,-0.004668422160427843,2.735548735888548,-8.432436163649243,-0.04615444399951227
wheat,Canada,4,2006,3,4,calm,0.0,3.4460172210268483,3.6204,2.0113333333333334,1.6090666666666669,0.0,0.0,6.80765342593915,200.80376952592945,201.01780090370065,198.8717430401989,197.94332578790713,False,0.001065873306444809,-0.006404105984986308,-0.004668422160427843,0.025896983747567326,1.7043098087411863,0.008487439318319728
wheat,Australia,4,2006,3,4,calm,0.0,2.9190000000000005,2.9190000000000005,1.6216666666666668,1.2973333333333334,3.314351460834314,3.314351460834314,6.819484946116612,175.65447908696774,174.53537513962928,198.8717430401989,197.94332578790713,False,-0.006371052723252113,-0.0149105446154989,-0.004668422160427843,-0.14220868172636336,2.985050778769647,0.01699387794883231
wheat,Argentina,4,2006,3,4,calm,0.0,2.553749999999999,2.553749999999999,1.4187499999999993,1.135,4.59867958054017,4.59867958054017,6.819484946116612,171.94958660249944,169.22908546236275,198.8717430401989,197.94332578790713,False,-0.015821504394923358,-0.024544991491566304,-0.004668422160427843,-0.3180179968219441,4.578729445558594,0.0266283248248998
wheat,Brazil,4,2006,3,4,calm,0.0,0.6814685816570062,4.822500000000002,2.679166666666667,2.143333333333334,0.0,0.0,6.78902881582112,211.1639207758648,209.5131249286476,198.8717430401989,197.94332578790713,False,-0.00781760369456952,-0.014921089907974916,-0.004668422160427843,-0.17168330225756756,3.590720682166932,0.01700442324130845
wheat,India,4,2006,3,4,calm,0.0,8.276190265277393,15.404900000000001,0.0,15.404900000000001,0.0,0.0,6.481114767535471,211.1639207758648,209.5131249286476,198.8717430401989,197.94332578790713,False,-0.00781760369456952,-0.014921089907974916,-0.004668422160427843,-0.17168330225756756,3.590720682166932,0.01700442324130845
wheat,China,4,2006,3,4,calm,0.0,18.8970827931089,21.900000000000002,0.0,21.900000000000002,0.0,0.0,6.6588118279089805,211.1639207758648,209.5131249286476,198.8717430401989,197.94332578790713,False,-0.00781760369456952,-0.014921089907974916,-0.004668422160427843,-0.17168330225756756,3.590720682166932,0.01700442324130845
wheat,RestOfWorld,4,2006,3,4,calm,0.0,1.5089813944291812,80.18295000000002,44.54608333333334,35.63686666666668,0.0,0.0,2.6526961570354377,211.1639207758648,209.5131249286476,198.8717430401989,197.94332578790713,False,-0.00781760369456952,-0.014921089907974916,-0.004668422160427843,-0.17168330225756756,3.590720682166932,0.01700442324130845
wheat,USA,5,2006,3,5,calm,0.0,11.372918212212,12.681404166666667,6.470104166666665,6.2113000000000005,0.0,0.0,9.637650263883764,217.4365784075352,214.09490804141467,197.94332578790713,206.61132333807154,False,-0.01536848303350935,-0.02226704633406218,0.04379029965098202,-0.3104439222550509,5.294663237802922,0.024350379667395637
wheat,Russia,5,2006,3,5,calm,0.0,14.108163339255656,15.617524999999997,7.968124999999998,7.6494,0.0,0.0,9.626509841962196,205.03667783782478,203.92698957425213,197.94332578790713,206.61132333807154,False,-0.005412145159952142,-0.012727909421341721,0.04379029965098202,-0.12211902035142275,3.0368480090681373,0.014811242754675111
wheat,EU,5,2006,3,5,calm,0.0,42.157573266691564,50.67545972222224,25.854826388888902,24.82063333333334,0.0,0.0,9.201760793175348,209.5131249286476,207.59767618872687,197.94332578790713,206.61132333807154,False,-0.009142380653112236,-0.01630183665621865,0.04379029965098202,-0.1978232337277782,3.8519344168554426,0.018385169989552055
wheat,Ukraine,5,2006,3,5,calm,0.0,5.087152777777778,5.087152777777778,2.595486111111111,2.491666666666667,0.2703553940311396,0.2703553940311396,9.725594416124284,176.92581086095146,186.50451932948525,197.94332578790713,206.61132333807154,False,0.05413968952253012,0.04566155966289709,0.04379029965098202,2.544508052682058,-7.710113029240119,-0.043578226329563687
wheat,Kazakhstan,5,2006,3,5,calm,0.0,3.073903731779027,3.076111111111112,1.569444444444445,1.5066666666666668,0.0,0.0,9.72549173669211,193.01347900059628,194.06796652772476,197.94332578790713,206.61132333807154,False,0.005463284391268974,-0.0023081935789061037,0.04379029965098202,0.13969644983417373,0.8476238874561091,0.0043915269122395875
wheat,Canada,5,2006,3,5,calm,0.0,3.1093150607482114,3.285177777777778,1.6761111111111116,1.6090666666666669,0.0,0.0,9.713710714815658,201.01780090370065,200.63151048827035,197.94332578790713,206.61132333807154,False,-0.0019216726762191216,-0.009383698393626072,0.04379029965098202,-0.04511514360745106,2.305077500646348,0.011467031726959424
wheat,Australia,5,2006,3,5,calm,0.0,2.648722222222222,2.648722222222222,1.351388888888889,1.2973333333333334,1.909145156806857,1.909145156806857,9.725594416124284,174.53537513962928,180.8902069271033,197.94332578790713,206.61132333807154,False,0.036409993002221475,0.027815746713754308,0.04379029965098202,1.35916438125372,-4.491216422599763,-0.025732413380420815
wheat,Argentina,5,2006,3,5,calm,0.0,2.317291666666666,2.317291666666666,1.182291666666666,1.135,3.0912410760713804,3.0912410760713804,9.725594416124284,169.22908546236275,172.89261010381875,197.94332578790713,206.61132333807154,False,0.02164831554485236,0.01278459099122875,0.04379029965098202,0.6719918607839435,-1.8109640467427255,-0.010701257657895287
wheat,Brazil,5,2006,3,5,calm,0.0,0.5309731390594923,4.375972222222224,2.2326388888888893,2.143333333333334,0.0,0.0,9.697315521029664,209.5131249286476,207.59767618872687,197.94332578790713,206.61132333807154,False,-0.009142380653112236,-0.01630183665621865,0.04379029965098202,-0.1978232337277782,3.8519344168554426,0.018385169989552055
wheat,India,5,2006,3,5,calm,0.0,15.404900000000001,15.404900000000001,0.0,15.404900000000001,0.5433537837510247,0.5433537837510247,9.725594416124284,209.5131249286476,202.44210563538712,197.94332578790713,206.61132333807154,False,-0.033749767684810306,-0.04090922368791672,0.04379029965098202,-0.5613171338880569,9.007504970195185,0.042992557021250134
wheat,China,5,2006,3,5,calm,0.0,14.36515876637424,21.900000000000002,0.0,21.900000000000002,0.0,0.0,9.238619265872188,209.5131249286476,207.59767618872687,197.94332578790713,206.61132333807154,False,-0.009142380653112236,-0.01630183665621865,0.04379029965098202,-0.1978232337277782,3.8519344168554426,0.018385169989552055
wheat,USA,6,2006,4,6,calm,0.0,10.080820779980959,11.387383333333332,5.176083333333332,6.2113000000000005,0.0,0.0,12.625150714790987,214.09490804141467,211.18762323578332,206.61132333807154,206.2434777035392,False,-0.013579420604757919,-0.020585659163733117,-0.0017803749987624906,-0.2797372054813423,4.853315864050984,0.022668992497066557
wheat,Russia,6,2006,4,6,calm,0.0,12.517962114780524,14.023899999999998,6.3744999999999985,7.6494,0.0,0.0,12.611053242929398,203.92698957425213,202.84993009271003,206.61132333807154,206.2434777035392,False,-0.005281593592837974,-0.012637167286793982,-0.0017803749987624906,-0.11934926424629311,3.001907376488475,0.014720500620127315
wheat,EU,6,2006,4,6,calm,0.0,37.08501857146094,45.50449444444446,20.683861111111124,24.82063333333334,0.0,0.0,12.148615341360783,207.59767618872687,205.85989311657931,206.61132333807154,206.2434777035392,False,-0.008370917748461326,-0.015596432154684092,-0.0017803749987624906,-0.18269882380892,3.6702782308740893,0.01767976548801752
wheat,Ukraine,6,2006,4,6,calm,0.0,4.568055555555556,4.568055555555556,2.076388888888889,2.491666666666667,0.006563241191939184,0.006563241191939184,12.71336330771566,186.50451932948525,194.52392165856887,206.61132333807154,206.2434777035392,False,0.042998434343117786,0.03495573379412975,-0.0017803749987624906,1.746678044884475,-6.130851247147177,-0.032872400460796376
wheat,Kazakhstan,6,2006,4,6,calm,0.0,2.756495991150373,2.7622222222222232,1.2555555555555562,1.5066666666666668,0.0,0.0,12.713025765823565,194.06796652772476,194.76553119455758,206.61132333807154,206.2434777035392,False,0.0035944348740994947,-0.004134816000416763,-0.0017803749987624906,0.08992814053661657,1.2067435967666427,0.006218149333750277
wheat,Canada,6,2006,4,6,calm,0.0,2.772441211242528,2.9499555555555563,1.3408888888888892,1.6090666666666669,0.0,0.0,12.701365648529517,200.63151048827035,200.14763724220498,206.61132333807154,206.2434777035392,False,-0.0024117510000686293,-0.009888143897423096,-0.0017803749987624906,-0.056304694885670914,2.4018555595826285,0.01197147723075658
wheat,Australia,6,2006,4,6,calm,0.0,2.378444444444445,2.378444444444445,1.0811111111111111,1.2973333333333334,0.39527587248100327,0.39527587248100327,12.71336330771566,180.8902069271033,188.89447893804711,206.61132333807154,206.2434777035392,False,0.04424933857347768,0.03595701570270737,-0.0017803749987624906,1.8268385976083135,-6.127417413179018,-0.033873682369373916
wheat,Argentina,6,2006,4,6,calm,0.0,2.080833333333333,2.080833333333333,0.945833333333333,1.135,1.1745040129388116,1.1745040129388116,12.71336330771566,172.89261010381875,176.37544950046805,206.61132333807154,206.2434777035392,False,0.020144524364331895,0.011468618557257226,-0.0017803749987624906,0.6139157798799268,-1.6226464589329908,-0.00938528522392381
wheat,Brazil,6,2006,4,6,calm,0.0,0.3586554495068756,3.9294444444444454,1.7861111111111114,2.143333333333334,0.0,0.0,12.687101022745674,207.59767618872687,205.85989311657931,206.61132333807154,206.2434777035392,False,-0.008370917748461326,-0.015596432154684092,-0.0017803749987624906,-0.18269882380892,3.6702782308740893,0.01767976548801752
wheat,India,6,2006,4,6,calm,0.0,15.404900000000001,15.404900000000001,0.0,15.404900000000001,13.053207033940286,13.053207033940286,12.71336330771566,202.44210563538712,188.87613293134552,206.61132333807154,206.2434777035392,False,-0.06701161629130103,-0.07442114206802664,-0.0017803749987624906,-0.8107527065929723,15.487727090782016,0.0765044754013601
