Area Code,Area,Item Code,Item,Element,Year,Unit,Value,Flag
52,Azerbaijan,15,Wheat,Production,2009,t,2096203.000000,A
52,Azerbaijan,15,Wheat,Production,2010,t,1272340.000000,A
52,Azerbaijan,15,Wheat,Production,2011,t,1594394.000000,A
16,Bangladesh,15,Wheat,Production,2006,t,735000.000000,A
16,Bangladesh,15,Wheat,Production,2007,t,737000.000000,A
16,Bangladesh,15,Wheat,Production,2008,t,844000.000000,A
16,Bangladesh,15,Wheat,Production,2009,t,849046.000000,A
16,Bangladesh,15,Wheat,Production,2010,t,901490.000000,A
16,Bangladesh,15,Wheat,Production,2011,t,972085.000000,A
57,Belarus,15,Wheat,Production,2006,t,1075238.000000,A
57,Belarus,15,Wheat,Production,2007,t,1396553.000000,A
57,Belarus,15,Wheat,Production,2008,t,2045237.000000,A
57,Belarus,15,Wheat,Production,2009,t,1979000.000000,A
57,Belarus,15,Wheat,Production,2010,t,1739110.000000,A
57,Belarus,15,Wheat,Production,2011,t,2132369.000000,A
255,Belgium,15,Wheat,Production,2006,t,1661958.000000,A
255,Belgium,15,Wheat,Production,2007,t,1577342.000000,A
255,Belgium,15,Wheat,Production,2008,t,1850406.000000,A
255,Belgium,15,Wheat,Production,2009,t,1909768.000000,A
255,Belgium,15,Wheat,Production,2010,t,1849584.000000,A
255,Belgium,15,Wheat,Production,2011,t,1687749.000000,A
18,Bhutan,15,Wheat,Production,2006,t,9100.000000,A
18,Bhutan,15,Wheat,Production,2007,t,8879.000000,A
18,Bhutan,15,Wheat,Production,2008,t,5828.000000,A
18,Bhutan,15,Wheat,Production,2009,t,4481.000000,A
18,Bhutan,15,Wheat,Production,2010,t,4873.000000,A
18,Bhutan,15,Wheat,Production,2011,t,6266.000000,A
19,Bolivia (Plurinational State of),15,Wheat,Production,2006,t,143677.000000,A
19,Bolivia (Plurinational State of),15,Wheat,Production,2007,t,167095.000000,A
19,Bolivia (Plurinational State of),15,Wheat,Production,2008,t,199990.000000,A
19,Bolivia (Plurinational State of),15,Wheat,Production,2009,t,201508.000000,A
19,Bolivia (Plurinational State of),15,Wheat,Production,2010,t,241397.000000,A
19,Bolivia (Plurinational State of),15,Wheat,Production,2011,t,182927.000000,A
80,Bosnia and Herzegovina,15,Wheat,Production,2006,t,232496.000000,A
80,Bosnia and Herzegovina,15,Wheat,Production,2007,t,257112.000000,A
80,Bosnia and Herzegovina,15,Wheat,Production,2008,t,240533.000000,A
80,Bosnia and Herzegovina,15,Wheat,Production,2009,t,255848.000000,A
80,Bosnia and Herzegovina,15,Wheat,Production,2010,t,145412.000000,A
80,Bosnia and Herzegovina,15,Wheat,Production,2011,t,210004.000000,A
20,Botswana,15,Wheat,Production,2006,t,187.210000,I
20,Botswana,15,Wheat,Production,2007,t,72.000000,A
20,Botswana,15,Wheat,Production,2008,t,104.000000,A
20,Botswana,15,Wheat,Production,2009,t,0.000000,A
20,Botswana,15,Wheat,Production,2010,t,0.000000,I
20,Botswana,15,Wheat,Production,2011,t,0.000000,I
21,Brazil,15,Wheat,Production,2006,t,2484848.000000,A
21,Brazil,15,Wheat,Production,2007,t,4114057.000000,A
21,Brazil,15,Wheat,Production,2008,t,6027131.000000,A
21,Brazil,15,Wheat,Production,2009,t,5055525.000000,A
21,Brazil,15,Wheat,Production,2010,t,6171250.000000,A
21,Brazil,15,Wheat,Production,2011,t,5690043.000000,A
27,Bulgaria,15,Wheat,Production,2006,t,3301882.000000,A
27,Bulgaria,15,Wheat,Production,2007,t,2390610.000000,A
27,Bulgaria,15,Wheat,Production,2008,t,4632210.000000,A
27,Bulgaria,15,Wheat,Production,2009,t,3976852.000000,A
27,Bulgaria,15,Wheat,Production,2010,t,4094597.000000,A
27,Bulgaria,15,Wheat,Production,2011,t,4458492.000000,A
29,Burundi,15,Wheat,Production,2006,t,8007.000000,A
29,Burundi,15,Wheat,Production,2007,t,7987.000000,A
29,Burundi,15,Wheat,Production,2008,t,8094.000000,A
29,Burundi,15,Wheat,Production,2009,t,8583.000000,A
29,Burundi,15,Wheat,Production,2010,t,9034.000000,A
29,Burundi,15,Wheat,Production,2011,t,9787.000000,A
32,Cameroon,15,Wheat,Production,2006,t,730.110000,I
32,Cameroon,15,Wheat,Production,2007,t,752.650000,I
32,Cameroon,15,Wheat,Production,2008,t,776.430000,I
32,Cameroon,15,Wheat,Production,2009,t,801.570000,I
32,Cameroon,15,Wheat,Production,2010,t,900.000000,E
32,Cameroon,15,Wheat,Production,2011,t,950.000000,E
33,Canada,15,Wheat,Production,2006,t,25265400.000000,A
33,Canada,15,Wheat,Production,2007,t,20090400.000000,A
33,Canada,15,Wheat,Production,2008,t,28619200.000000,A
33,Canada,15,Wheat,Production,2009,t,26949900.000000,A
33,Canada,15,Wheat,Production,2010,t,23299600.000000,A
33,Canada,15,Wheat,Production,2011,t,25288000.000000,A
39,Chad,15,Wheat,Production,2006,t,1865.000000,A
39,Chad,15,Wheat,Production,2007,t,8393.000000,A
39,Chad,15,Wheat,Production,2008,t,8100.000000,A
39,Chad,15,Wheat,Production,2009,t,5000.000000,A
39,Chad,15,Wheat,Production,2010,t,1698.000000,A
39,Chad,15,Wheat,Production,2011,t,1723.000000,A
40,Chile,15,Wheat,Production,2006,t,1403689.000000,A
40,Chile,15,Wheat,Production,2007,t,1095872.000000,A
40,Chile,15,Wheat,Production,2008,t,1237691.000000,A
40,Chile,15,Wheat,Production,2009,t,1145290.000000,A
40,Chile,15,Wheat,Production,2010,t,1523921.200000,A
40,Chile,15,Wheat,Production,2011,t,1575822.000000,A
351,China,15,Wheat,Production,2006,t,108466271.000000,A
351,China,15,Wheat,Production,2007,t,109298296.000000,A
351,China,15,Wheat,Production,2008,t,112464292.000000,A
351,China,15,Wheat,Production,2009,t,115115364.000000,A
351,China,15,Wheat,Production,2010,t,115186178.000000,A
351,China,15,Wheat,Production,2011,t,117414034.000000,A
41,"China, mainland",15,Wheat,Production,2006,t,108466000.000000,A
41,"China, mainland",15,Wheat,Production,2007,t,109298000.000000,A
41,"China, mainland",15,Wheat,Production,2008,t,112464000.000000,A
41,"China, mainland",15,Wheat,Production,2009,t,115115000.000000,A
41,"China, mainland",15,Wheat,Production,2010,t,115181000.000000,A
41,"China, mainland",15,Wheat,Production,2011,t,117410000.000000,A
214,"China, Taiwan Province of",15,Wheat,Production,2006,t,271.000000,A
214,"China, Taiwan Province of",15,Wheat,Production,2007,t,296.000000,A
214,"China, Taiwan Province of",15,Wheat,Production,2008,t,292.000000,A
214,"China, Taiwan Province of",15,Wheat,Production,2009,t,364.000000,A
214,"China, Taiwan Province of",15,Wheat,Production,2010,t,5178.000000,A
214,"China, Taiwan Province of",15,Wheat,Production,2011,t,4034.000000,A
44,Colombia,15,Wheat,Production,2006,t,26399.000000,A
44,Colombia,15,Wheat,Production,2007,t,36778.000000,A
44,Colombia,15,Wheat,Production,2008,t,39191.000000,A
44,Colombia,15,Wheat,Production,2009,t,24349.000000,A
44,Colombia,15,Wheat,Production,2010,t,15147.000000,A
44,Colombia,15,Wheat,Production,2011,t,12754.000000,A
98,Croatia,15,Wheat,Production,2006,t,804601.000000,A
98,Croatia,15,Wheat,Production,2007,t,812347.000000,A
98,Croatia,15,Wheat,Production,2008,t,858333.000000,A
98,Croatia,15,Wheat,Production,2009,t,936076.000000,A
98,Croatia,15,Wheat,Production,2010,t,681017.000000,A
98,Croatia,15,Wheat,Production,2011,t,782499.000000,A
50,Cyprus,15,Wheat,Production,2006,t,7518.000000,A
50,Cyprus,15,Wheat,Production,2007,t,10712.000000,A
50,Cyprus,15,Wheat,Production,2008,t,2472.000000,A
50,Cyprus,15,Wheat,Production,2009,t,14690.000000,A
50,Cyprus,15,Wheat,Production,2010,t,18889.000000,A
50,Cyprus,15,Wheat,Production,2011,t,23740.000000,A
167,Czechia,15,Wheat,Production,2006,t,3506252.000000,A
167,Czechia,15,Wheat,Production,2007,t,3938924.000000,A
167,Czechia,15,Wheat,Production,2008,t,4631502.000000,A
167,Czechia,15,Wheat,Production,2009,t,4358073.000000,A
167,Czechia,15,Wheat,Production,2010,t,4161553.000000,A
167,Czechia,15,Wheat,Production,2011,t,4913048.000000,A
116,Democratic People's Republic of Korea,15,Wheat,Production,2006,t,199000.000000,X
116,Democratic People's Republic of Korea,15,Wheat,Production,2007,t,195000.000000,X
116,Democratic People's Republic of Korea,15,Wheat,Production,2008,t,175000.000000,X
116,Democratic People's Republic of Korea,15,Wheat,Production,2009,t,169000.000000,X
116,Democratic People's Republic of Korea,15,Wheat,Production,2010,t,160000.000000,X
116,Democratic People's Republic of Korea,15,Wheat,Production,2011,t,127000.000000,X
250,Democratic Republic of the Congo,15,Wheat,Production,2006,t,8640.000000,A
250,Democratic Republic of the Congo,15,Wheat,Production,2007,t,8690.000000,A
250,Democratic Republic of the Congo,15,Wheat,Production,2008,t,8740.000000,A
250,Democratic Republic of the Congo,15,Wheat,Production,2009,t,8790.000000,A
250,Democratic Republic of the Congo,15,Wheat,Production,2010,t,8841.000000,A
250,Democratic Republic of the Congo,15,Wheat,Production,2011,t,8841.000000,A
54,Denmark,15,Wheat,Production,2006,t,4801600.000000,A
54,Denmark,15,Wheat,Production,2007,t,4519200.000000,A
54,Denmark,15,Wheat,Production,2008,t,5018700.000000,A
54,Denmark,15,Wheat,Production,2009,t,5940400.000000,A
54,Denmark,15,Wheat,Production,2010,t,5059900.000000,A
54,Denmark,15,Wheat,Production,2011,t,4831000.000000,A
58,Ecuador,15,Wheat,Production,2006,t,7577.000000,A
58,Ecuador,15,Wheat,Production,2007,t,9243.000000,A
58,Ecuador,15,Wheat,Production,2008,t,8144.000000,A
58,Ecuador,15,Wheat,Production,2009,t,11314.000000,A
58,Ecuador,15,Wheat,Production,2010,t,7605.000000,A
58,Ecuador,15,Wheat,Production,2011,t,5938.000000,A
59,Egypt,15,Wheat,Production,2006,t,8274230.000000,A
59,Egypt,15,Wheat,Production,2007,t,7379000.000000,A
59,Egypt,15,Wheat,Production,2008,t,7977051.000000,A
59,Egypt,15,Wheat,Production,2009,t,8522995.000000,A
59,Egypt,15,Wheat,Production,2010,t,7177399.000000,A
59,Egypt,15,Wheat,Production,2011,t,8407126.000000,A
178,Eritrea,15,Wheat,Production,2006,t,21570.000000,A
178,Eritrea,15,Wheat,Production,2007,t,27274.000000,A
178,Eritrea,15,Wheat,Production,2008,t,5391.000000,A
178,Eritrea,15,Wheat,Production,2009,t,26142.000000,A
178,Eritrea,15,Wheat,Production,2010,t,33000.000000,X
178,Eritrea,15,Wheat,Production,2011,t,29000.000000,X
63,Estonia,15,Wheat,Production,2006,t,219590.000000,A
63,Estonia,15,Wheat,Production,2007,t,345726.000000,A
63,Estonia,15,Wheat,Production,2008,t,342500.000000,A
63,Estonia,15,Wheat,Production,2009,t,342520.000000,A
63,Estonia,15,Wheat,Production,2010,t,327600.000000,A
63,Estonia,15,Wheat,Production,2011,t,360400.000000,A
209,Eswatini,15,Wheat,Production,2006,t,334.950000,I
209,Eswatini,15,Wheat,Production,2007,t,325.000000,E
209,Eswatini,15,Wheat,Production,2008,t,388.800000,I
209,Eswatini,15,Wheat,Production,2009,t,420.000000,E
209,Eswatini,15,Wheat,Production,2010,t,450.000000,E
209,Eswatini,15,Wheat,Production,2011,t,556.400000,I
238,Ethiopia,15,Wheat,Production,2006,t,2219075.000000,A
238,Ethiopia,15,Wheat,Production,2007,t,2536955.920000,E
238,Ethiopia,15,Wheat,Production,2008,t,2383923.670000,E
238,Ethiopia,15,Wheat,Production,2009,t,3167913.320000,E
238,Ethiopia,15,Wheat,Production,2010,t,3325620.000000,E
238,Ethiopia,15,Wheat,Production,2011,t,3091540.000000,E
67,Finland,15,Wheat,Production,2006,t,684100.000000,A
67,Finland,15,Wheat,Production,2007,t,796800.000000,A
67,Finland,15,Wheat,Production,2008,t,787500.000000,A
67,Finland,15,Wheat,Production,2009,t,887000.000000,A
67,Finland,15,Wheat,Production,2010,t,724400.000000,A
67,Finland,15,Wheat,Production,2011,t,974800.000000,A
68,France,15,Wheat,Production,2006,t,35363563.400000,A
68,France,15,Wheat,Production,2007,t,32763445.900000,A
68,France,15,Wheat,Production,2008,t,39006372.000000,A
68,France,15,Wheat,Production,2009,t,38336864.700000,A
68,France,15,Wheat,Production,2010,t,38207431.000000,A
68,France,15,Wheat,Production,2011,t,35992794.300000,A
73,Georgia,15,Wheat,Production,2006,t,69700.000000,A
73,Georgia,15,Wheat,Production,2007,t,74900.000000,A
73,Georgia,15,Wheat,Production,2008,t,80300.000000,A
73,Georgia,15,Wheat,Production,2009,t,53900.000000,A
73,Georgia,15,Wheat,Production,2010,t,48400.000000,A
73,Georgia,15,Wheat,Production,2011,t,96800.000000,A
79,Germany,15,Wheat,Production,2006,t,22427900.000000,A
79,Germany,15,Wheat,Production,2007,t,20828077.000000,A
79,Germany,15,Wheat,Production,2008,t,25988564.000000,A
79,Germany,15,Wheat,Production,2009,t,25192350.000000,A
79,Germany,15,Wheat,Production,2010,t,23782955.000000,A
79,Germany,15,Wheat,Production,2011,t,22782700.000000,A
84,Greece,15,Wheat,Production,2006,t,1778170.000000,A
84,Greece,15,Wheat,Production,2007,t,1629072.000000,A
84,Greece,15,Wheat,Production,2008,t,2074607.570000,A
84,Greece,15,Wheat,Production,2009,t,2139472.150000,A
84,Greece,15,Wheat,Production,2010,t,1920669.750000,A
84,Greece,15,Wheat,Production,2011,t,1857428.800000,A
89,Guatemala,15,Wheat,Production,2006,t,1587.570000,A
89,Guatemala,15,Wheat,Production,2007,t,1864.260000,A
89,Guatemala,15,Wheat,Production,2008,t,1846.120000,A
89,Guatemala,15,Wheat,Production,2009,t,1546.750000,A
89,Guatemala,15,Wheat,Production,2010,t,1437.890000,A
89,Guatemala,15,Wheat,Production,2011,t,1433.350000,A
95,Honduras,15,Wheat,Production,2006,t,1085.460000,I
95,Honduras,15,Wheat,Production,2007,t,1099.490000,I
95,Honduras,15,Wheat,Production,2008,t,1113.300000,I
95,Honduras,15,Wheat,Production,2009,t,1127.000000,A
95,Honduras,15,Wheat,Production,2010,t,1139.610000,I
95,Honduras,15,Wheat,Production,2011,t,1170.080000,I
97,Hungary,15,Wheat,Production,2006,t,4376235.000000,A
97,Hungary,15,Wheat,Production,2007,t,3986708.000000,A
97,Hungary,15,Wheat,Production,2008,t,5630833.000000,A
97,Hungary,15,Wheat,Production,2009,t,4419163.000000,A
97,Hungary,15,Wheat,Production,2010,t,3745190.000000,A
97,Hungary,15,Wheat,Production,2011,t,4107000.000000,A
100,India,15,Wheat,Production,2006,t,69354496.000000,A
100,India,15,Wheat,Production,2007,t,75806704.000000,A
100,India,15,Wheat,Production,2008,t,78570200.000000,A
100,India,15,Wheat,Production,2009,t,80679400.000000,A
100,India,15,Wheat,Production,2010,t,80803600.000000,A
100,India,15,Wheat,Production,2011,t,86874000.000000,A
102,Iran (Islamic Republic of),15,Wheat,Production,2006,t,14663745.000000,A
102,Iran (Islamic Republic of),15,Wheat,Production,2007,t,15886608.500000,A
102,Iran (Islamic Republic of),15,Wheat,Production,2008,t,6999977.400000,A
102,Iran (Islamic Republic of),15,Wheat,Production,2009,t,12093027.500000,A
102,Iran (Islamic Republic of),15,Wheat,Production,2010,t,12142987.900000,A
102,Iran (Islamic Republic of),15,Wheat,Production,2011,t,8677966.000000,A
103,Iraq,15,Wheat,Production,2006,t,2086000.000000,A
103,Iraq,15,Wheat,Production,2007,t,2202800.000000,A
103,Iraq,15,Wheat,Production,2008,t,1255000.000000,A
103,Iraq,15,Wheat,Production,2009,t,1700390.000000,A
103,Iraq,15,Wheat,Production,2010,t,2748840.000000,A
103,Iraq,15,Wheat,Production,2011,t,2808900.000000,A
104,Ireland,15,Wheat,Production,2006,t,801000.000000,A
104,Ireland,15,Wheat,Production,2007,t,713400.000000,A
104,Ireland,15,Wheat,Production,2008,t,992800.000000,A
104,Ireland,15,Wheat,Production,2009,t,690100.000000,A
104,Ireland,15,Wheat,Production,2010,t,669200.000000,A
104,Ireland,15,Wheat,Production,2011,t,929200.000000,A
105,Israel,15,Wheat,Production,2006,t,131200.000000,A
105,Israel,15,Wheat,Production,2007,t,158921.000000,A
105,Israel,15,Wheat,Production,2008,t,75734.000000,A
105,Israel,15,Wheat,Production,2009,t,132963.000000,A
105,Israel,15,Wheat,Production,2010,t,112324.320000,A
105,Israel,15,Wheat,Production,2011,t,141866.000000,A
106,Italy,15,Wheat,Production,2006,t,7181720.000000,A
106,Italy,15,Wheat,Production,2007,t,7170181.000000,A
106,Italy,15,Wheat,Production,2008,t,8855440.000000,A
106,Italy,15,Wheat,Production,2009,t,6534746.000000,A
106,Italy,15,Wheat,Production,2010,t,6849858.000000,A
106,Italy,15,Wheat,Production,2011,t,6641806.500000,A
110,Japan,15,Wheat,Production,2006,t,837200.000000,A
110,Japan,15,Wheat,Production,2007,t,910100.000000,A
110,Japan,15,Wheat,Production,2008,t,881200.000000,A
110,Japan,15,Wheat,Production,2009,t,674200.000000,A
110,Japan,15,Wheat,Production,2010,t,571300.000000,A
110,Japan,15,Wheat,Production,2011,t,746300.000000,A
112,Jordan,15,Wheat,Production,2006,t,22928.000000,A
112,Jordan,15,Wheat,Production,2007,t,20997.000000,A
112,Jordan,15,Wheat,Production,2008,t,7835.000000,A
112,Jordan,15,Wheat,Production,2009,t,12484.000000,A
112,Jordan,15,Wheat,Production,2010,t,22125.000000,A
112,Jordan,15,Wheat,Production,2011,t,19801.000000,A
108,Kazakhstan,15,Wheat,Production,2006,t,13460480.000000,A
108,Kazakhstan,15,Wheat,Production,2007,t,16466870.000000,A
108,Kazakhstan,15,Wheat,Production,2008,t,12538190.000000,A
108,Kazakhstan,15,Wheat,Production,2009,t,17052020.000000,A
108,Kazakhstan,15,Wheat,Production,2010,t,9638400.000000,A
108,Kazakhstan,15,Wheat,Production,2011,t,22732066.510000,A
114,Kenya,15,Wheat,Production,2006,t,329193.000000,A
114,Kenya,15,Wheat,Production,2007,t,322320.000000,A
114,Kenya,15,Wheat,Production,2008,t,336688.000000,A
114,Kenya,15,Wheat,Production,2009,t,219301.000000,A
114,Kenya,15,Wheat,Production,2010,t,511994.000000,A
114,Kenya,15,Wheat,Production,2011,t,268482.000000,A
118,Kuwait,15,Wheat,Production,2006,t,510.000000,A
118,Kuwait,15,Wheat,Production,2007,t,478.000000,A
118,Kuwait,15,Wheat,Production,2008,t,398.000000,A
118,Kuwait,15,Wheat,Production,2009,t,84.000000,A
118,Kuwait,15,Wheat,Production,2010,t,162.000000,A
118,Kuwait,15,Wheat,Production,2011,t,62.000000,A
113,Kyrgyzstan,15,Wheat,Production,2006,t,840299.000000,A
113,Kyrgyzstan,15,Wheat,Production,2007,t,708877.000000,A
113,Kyrgyzstan,15,Wheat,Production,2008,t,746200.000000,A
113,Kyrgyzstan,15,Wheat,Production,2009,t,1056656.000000,A
113,Kyrgyzstan,15,Wheat,Production,2010,t,813300.000000,A
113,Kyrgyzstan,15,Wheat,Production,2011,t,799841.000000,A
119,Latvia,15,Wheat,Production,2006,t,598300.000000,A
119,Latvia,15,Wheat,Production,2007,t,807300.000000,A
119,Latvia,15,Wheat,Production,2008,t,989600.000000,A
119,Latvia,15,Wheat,Production,2009,t,1036400.000000,A
119,Latvia,15,Wheat,Production,2010,t,989400.000000,A
119,Latvia,15,Wheat,Production,2011,t,939500.000000,A
121,Lebanon,15,Wheat,Production,2006,t,153400.000000,A
121,Lebanon,15,Wheat,Production,2007,t,116200.000000,A
121,Lebanon,15,Wheat,Production,2008,t,143700.000000,A
121,Lebanon,15,Wheat,Production,2009,t,111400.000000,A
121,Lebanon,15,Wheat,Production,2010,t,83000.000000,X
121,Lebanon,15,Wheat,Production,2011,t,125000.000000,X
122,Lesotho,15,Wheat,Production,2006,t,6607.000000,A
122,Lesotho,15,Wheat,Production,2007,t,3158.000000,A
122,Lesotho,15,Wheat,Production,2008,t,2697.000000,A
122,Lesotho,15,Wheat,Production,2009,t,6099.000000,A
122,Lesotho,15,Wheat,Production,2010,t,20119.000000,A
122,Lesotho,15,Wheat,Production,2011,t,20065.000000,A
124,Libya,15,Wheat,Production,2006,t,104000.000000,A
124,Libya,15,Wheat,Production,2007,t,104000.000000,A
124,Libya,15,Wheat,Production,2008,t,104000.000000,A
124,Libya,15,Wheat,Production,2009,t,105000.000000,E
124,Libya,15,Wheat,Production,2010,t,132239.070000,I
124,Libya,15,Wheat,Production,2011,t,166000.000000,X
126,Lithuania,15,Wheat,Production,2006,t,809800.000000,A
126,Lithuania,15,Wheat,Production,2007,t,1390700.000000,A
126,Lithuania,15,Wheat,Production,2008,t,1722500.000000,A
126,Lithuania,15,Wheat,Production,2009,t,2100200.000000,A
126,Lithuania,15,Wheat,Production,2010,t,1710400.000000,A
126,Lithuania,15,Wheat,Production,2011,t,1869300.000000,A
256,Luxembourg,15,Wheat,Production,2006,t,75603.000000,A
256,Luxembourg,15,Wheat,Production,2007,t,70469.000000,A
256,Luxembourg,15,Wheat,Production,2008,t,97760.000000,A
256,Luxembourg,15,Wheat,Production,2009,t,90903.000000,A
256,Luxembourg,15,Wheat,Production,2010,t,83474.000000,A
256,Luxembourg,15,Wheat,Production,2011,t,76839.000000,A
129,Madagascar,15,Wheat,Production,2006,t,10000.000000,X
129,Madagascar,15,Wheat,Production,2007,t,11000.000000,E
129,Madagascar,15,Wheat,Production,2008,t,10000.000000,X
129,Madagascar,15,Wheat,Production,2009,t,8812.940000,I
129,Madagascar,15,Wheat,Production,2010,t,8694.390000,I
129,Madagascar,15,Wheat,Production,2011,t,10000.000000,X
130,Malawi,15,Wheat,Production,2006,t,1999.000000,A
130,Malawi,15,Wheat,Production,2007,t,4605.000000,A
130,Malawi,15,Wheat,Production,2008,t,2386.000000,A
130,Malawi,15,Wheat,Production,2009,t,2590.000000,A
130,Malawi,15,Wheat,Production,2010,t,2341.000000,A
130,Malawi,15,Wheat,Production,2011,t,1850.000000,A
133,Mali,15,Wheat,Production,2006,t,8565.000000,A
133,Mali,15,Wheat,Production,2007,t,8585.000000,A
133,Mali,15,Wheat,Production,2008,t,13166.000000,A
133,Mali,15,Wheat,Production,2009,t,15132.000000,A
133,Mali,15,Wheat,Production,2010,t,10051.000000,A
133,Mali,15,Wheat,Production,2011,t,33842.000000,A
134,Malta,15,Wheat,Production,2006,t,10500.000000,E
134,Malta,15,Wheat,Production,2007,t,12000.000000,E
134,Malta,15,Wheat,Production,2008,t,14500.000000,E
134,Malta,15,Wheat,Production,2009,t,13800.000000,E
134,Malta,15,Wheat,Production,2010,t,13038.070000,I
134,Malta,15,Wheat,Production,2011,t,12468.120000,I
136,Mauritania,15,Wheat,Production,2006,t,574.000000,A
136,Mauritania,15,Wheat,Production,2007,t,2000.000000,E
136,Mauritania,15,Wheat,Production,2008,t,4000.000000,A
136,Mauritania,15,Wheat,Production,2009,t,3414.000000,A
136,Mauritania,15,Wheat,Production,2010,t,2413.000000,A
136,Mauritania,15,Wheat,Production,2011,t,2888.000000,A
138,Mexico,15,Wheat,Production,2006,t,3378116.000000,A
138,Mexico,15,Wheat,Production,2007,t,3515392.000000,A
138,Mexico,15,Wheat,Production,2008,t,4019400.000000,A
138,Mexico,15,Wheat,Production,2009,t,4116161.000000,A
138,Mexico,15,Wheat,Production,2010,t,3676707.000000,A
138,Mexico,15,Wheat,Production,2011,t,3627511.000000,A
141,Mongolia,15,Wheat,Production,2006,t,127757.000000,A
141,Mongolia,15,Wheat,Production,2007,t,109560.000000,A
141,Mongolia,15,Wheat,Production,2008,t,209830.000000,A
141,Mongolia,15,Wheat,Production,2009,t,388122.000000,A
141,Mongolia,15,Wheat,Production,2010,t,345458.000000,A
141,Mongolia,15,Wheat,Production,2011,t,435889.000000,A
273,Montenegro,15,Wheat,Production,2006,t,2497.000000,A
273,Montenegro,15,Wheat,Production,2007,t,752.000000,A
273,Montenegro,15,Wheat,Production,2008,t,1096.000000,A
273,Montenegro,15,Wheat,Production,2009,t,1155.000000,A
273,Montenegro,15,Wheat,Production,2010,t,946.000000,A
273,Montenegro,15,Wheat,Production,2011,t,1614.000000,A
143,Morocco,15,Wheat,Production,2006,t,6326760.000000,A
143,Morocco,15,Wheat,Production,2007,t,1582630.000000,A
143,Morocco,15,Wheat,Production,2008,t,3769450.000000,A
143,Morocco,15,Wheat,Production,2009,t,6371430.000000,A
143,Morocco,15,Wheat,Production,2010,t,4876140.000000,A
143,Morocco,15,Wheat,Production,2011,t,6017821.000000,A
144,Mozambique,15,Wheat,Production,2006,t,8400.000000,E
144,Mozambique,15,Wheat,Production,2007,t,10000.000000,E
