Area Code,Area,Item Code,Item,Element,Year,Unit,Value,Flag
197,Sierra Leone,17,Bran of wheat,Export Quantity,2007,t,2002.000000,X
269,European Union (27) (excluding Croatia) (excluding intra-trade),41,Breakfast cereals,Import Quantity,2009,t,36106.000000,E
197,Sierra Leone,17,Bran of wheat,Export Quantity,2008,t,1966.000000,X
269,European Union (27) (excluding Croatia) (excluding intra-trade),41,Breakfast cereals,Import Quantity,2010,t,37413.000000,E
197,Sierra Leone,17,Bran of wheat,Export Quantity,2009,t,2756.000000,X
269,European Union (27) (excluding Croatia) (excluding intra-trade),41,Breakfast cereals,Import Quantity,2011,t,44409.000000,E
197,Sierra Leone,17,Bran of wheat,Export Quantity,2010,t,489.000000,X
197,Sierra Leone,17,Bran of wheat,Export Quantity,2011,t,601.000000,X
269,European Union (27) (excluding Croatia) (excluding intra-trade),41,Breakfast cereals,Export Quantity,2007,t,150377.000000,E
269,European Union (27) (excluding Croatia) (excluding intra-trade),41,Breakfast cereals,Export Quantity,2008,t,182496.000000,E
269,European Union (27) (excluding Croatia) (excluding intra-trade),41,Breakfast cereals,Export Quantity,2009,t,189246.000000,E
269,European Union (27) (excluding Croatia) (excluding intra-trade),41,Breakfast cereals,Export Quantity,2010,t,220279.000000,E
269,European Union (27) (excluding Croatia) (excluding intra-trade),41,Breakfast cereals,Export Quantity,2011,t,245195.000000,E
90,Guinea,17,Bran of wheat,Import Quantity,2006,t,0.000000,E
90,Guinea,17,Bran of wheat,Import Quantity,2007,t,0.000000,E
90,Guinea,17,Bran of wheat,Import Quantity,2008,t,0.000000,E
90,Guinea,17,Bran of wheat,Import Quantity,2009,t,0.000000,E
90,Guinea,17,Bran of wheat,Import Quantity,2010,t,0.000000,E
90,Guinea,17,Bran of wheat,Import Quantity,2011,t,0.000000,E
208,Tajikistan,20,Bread,Export Quantity,2006,t,0.000000,E
208,Tajikistan,20,Bread,Export Quantity,2007,t,0.000000,E
208,Tajikistan,20,Bread,Export Quantity,2008,t,0.000000,E
208,Tajikistan,20,Bread,Export Quantity,2009,t,0.000000,E
208,Tajikistan,20,Bread,Export Quantity,2010,t,0.000000,E
208,Tajikistan,20,Bread,Export Quantity,2011,t,0.000000,E
25,Solomon Islands,41,Breakfast cereals,Import Quantity,2006,t,554.000000,X
25,Solomon Islands,41,Breakfast cereals,Import Quantity,2007,t,573.000000,X
25,Solomon Islands,41,Breakfast cereals,Import Quantity,2008,t,580.000000,I
25,Solomon Islands,41,Breakfast cereals,Import Quantity,2009,t,580.000000,I
25,Solomon Islands,41,Breakfast cereals,Import Quantity,2010,t,490.000000,I
25,Solomon Islands,41,Breakfast cereals,Import Quantity,2011,t,463.000000,A
176,Timor-Leste,20,Bread,Import Quantity,2006,t,0.000000,X
176,Timor-Leste,20,Bread,Import Quantity,2007,t,0.000000,X
176,Timor-Leste,20,Bread,Import Quantity,2008,t,0.000000,E
176,Timor-Leste,20,Bread,Import Quantity,2009,t,0.000000,E
176,Timor-Leste,20,Bread,Import Quantity,2010,t,0.000000,E
176,Timor-Leste,20,Bread,Import Quantity,2011,t,0.000000,E
8,Antigua and Barbuda,17,Bran of wheat,Import Quantity,2006,t,243.000000,X
8,Antigua and Barbuda,17,Bran of wheat,Import Quantity,2007,t,56.000000,X
8,Antigua and Barbuda,17,Bran of wheat,Import Quantity,2008,t,65.000000,X
8,Antigua and Barbuda,17,Bran of wheat,Import Quantity,2009,t,65.000000,E
8,Antigua and Barbuda,17,Bran of wheat,Import Quantity,2010,t,53.000000,X
8,Antigua and Barbuda,17,Bran of wheat,Import Quantity,2011,t,3.000000,X
208,Tajikistan,41,Breakfast cereals,Import Quantity,2006,t,673.000000,X
208,Tajikistan,41,Breakfast cereals,Import Quantity,2007,t,809.000000,X
208,Tajikistan,41,Breakfast cereals,Import Quantity,2008,t,2125.000000,X
208,Tajikistan,41,Breakfast cereals,Import Quantity,2009,t,1200.000000,I
208,Tajikistan,41,Breakfast cereals,Import Quantity,2010,t,244.000000,X
208,Tajikistan,41,Breakfast cereals,Import Quantity,2011,t,331.000000,X
90,Guinea,17,Bran of wheat,Export Quantity,2006,t,13363.000000,X
90,Guinea,17,Bran of wheat,Export Quantity,2007,t,12723.000000,X
90,Guinea,17,Bran of wheat,Export Quantity,2008,t,6748.000000,A
90,Guinea,17,Bran of wheat,Export Quantity,2009,t,6748.000000,E
90,Guinea,17,Bran of wheat,Export Quantity,2010,t,7567.000000,X
90,Guinea,17,Bran of wheat,Export Quantity,2011,t,7600.000000,I
83,Kiribati,41,Breakfast cereals,Import Quantity,2006,t,53.000000,X
83,Kiribati,41,Breakfast cereals,Import Quantity,2007,t,40.000000,X
83,Kiribati,41,Breakfast cereals,Import Quantity,2008,t,20.000000,X
83,Kiribati,41,Breakfast cereals,Import Quantity,2009,t,53.000000,A
83,Kiribati,41,Breakfast cereals,Import Quantity,2010,t,32.000000,X
197,Sierra Leone,20,Bread,Import Quantity,2006,t,124.000000,X
83,Kiribati,41,Breakfast cereals,Import Quantity,2011,t,52.000000,A
197,Sierra Leone,20,Bread,Import Quantity,2007,t,79.000000,X
197,Sierra Leone,20,Bread,Import Quantity,2008,t,36.000000,X
197,Sierra Leone,20,Bread,Import Quantity,2009,t,37.000000,X
197,Sierra Leone,20,Bread,Import Quantity,2010,t,1927.000000,X
197,Sierra Leone,20,Bread,Import Quantity,2011,t,1900.000000,I
273,Montenegro,17,Bran of wheat,Import Quantity,2006,t,9092.000000,A
273,Montenegro,17,Bran of wheat,Import Quantity,2007,t,13090.000000,A
273,Montenegro,17,Bran of wheat,Import Quantity,2008,t,9649.000000,A
273,Montenegro,17,Bran of wheat,Import Quantity,2009,t,10923.000000,A
273,Montenegro,17,Bran of wheat,Import Quantity,2010,t,12072.000000,A
273,Montenegro,17,Bran of wheat,Import Quantity,2011,t,10401.000000,A
123,Liberia,17,Bran of wheat,Export Quantity,2006,t,0.000000,X
123,Liberia,17,Bran of wheat,Export Quantity,2007,t,0.000000,X
123,Liberia,17,Bran of wheat,Export Quantity,2008,t,0.000000,E
123,Liberia,17,Bran of wheat,Export Quantity,2009,t,0.000000,E
123,Liberia,17,Bran of wheat,Export Quantity,2010,t,0.000000,E
123,Liberia,17,Bran of wheat,Export Quantity,2011,t,0.000000,E
90,Guinea,20,Bread,Import Quantity,2006,t,20.000000,X
90,Guinea,20,Bread,Import Quantity,2007,t,16.000000,X
90,Guinea,20,Bread,Import Quantity,2008,t,197.000000,A
90,Guinea,20,Bread,Import Quantity,2009,t,197.000000,E
90,Guinea,20,Bread,Import Quantity,2010,t,5.000000,X
90,Guinea,20,Bread,Import Quantity,2011,t,5.000000,E
273,Montenegro,17,Bran of wheat,Export Quantity,2006,t,165.000000,A
273,Montenegro,17,Bran of wheat,Export Quantity,2007,t,25.000000,A
273,Montenegro,17,Bran of wheat,Export Quantity,2008,t,400.000000,A
207,Suriname,17,Bran of wheat,Import Quantity,2010,t,1397.000000,A
273,Montenegro,17,Bran of wheat,Export Quantity,2009,t,1866.000000,A
176,Timor-Leste,41,Breakfast cereals,Import Quantity,2006,t,540.000000,X
207,Suriname,17,Bran of wheat,Import Quantity,2011,t,1656.000000,A
273,Montenegro,17,Bran of wheat,Export Quantity,2010,t,871.000000,A
176,Timor-Leste,41,Breakfast cereals,Import Quantity,2007,t,0.000000,X
273,Montenegro,17,Bran of wheat,Export Quantity,2011,t,275.000000,A
176,Timor-Leste,41,Breakfast cereals,Import Quantity,2008,t,0.000000,E
176,Timor-Leste,41,Breakfast cereals,Import Quantity,2009,t,0.000000,E
176,Timor-Leste,41,Breakfast cereals,Import Quantity,2010,t,0.000000,E
176,Timor-Leste,41,Breakfast cereals,Import Quantity,2011,t,0.000000,E
8,Antigua and Barbuda,20,Bread,Import Quantity,2006,t,129.000000,X
8,Antigua and Barbuda,20,Bread,Import Quantity,2007,t,20.000000,X
8,Antigua and Barbuda,20,Bread,Import Quantity,2008,t,37.000000,X
8,Antigua and Barbuda,20,Bread,Import Quantity,2009,t,86.000000,X
8,Antigua and Barbuda,20,Bread,Import Quantity,2010,t,69.000000,X
8,Antigua and Barbuda,20,Bread,Import Quantity,2011,t,324.000000,A
18,Bhutan,17,Bran of wheat,Import Quantity,2006,t,0.000000,E
18,Bhutan,17,Bran of wheat,Import Quantity,2007,t,0.000000,E
18,Bhutan,17,Bran of wheat,Import Quantity,2008,t,0.000000,E
18,Bhutan,17,Bran of wheat,Import Quantity,2009,t,0.000000,E
18,Bhutan,17,Bran of wheat,Import Quantity,2010,t,64.000000,A
18,Bhutan,17,Bran of wheat,Import Quantity,2011,t,64.000000,E
175,Guinea-Bissau,20,Bread,Import Quantity,2006,t,2.000000,X
175,Guinea-Bissau,20,Bread,Import Quantity,2007,t,3.000000,X
175,Guinea-Bissau,20,Bread,Import Quantity,2008,t,2.000000,X
175,Guinea-Bissau,20,Bread,Import Quantity,2009,t,2.000000,X
145,Micronesia (Federated States of),110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",Import Quantity,2007,t,39.790000,X
175,Guinea-Bissau,20,Bread,Import Quantity,2010,t,2.000000,X
145,Micronesia (Federated States of),110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",Import Quantity,2008,t,26.420000,X
175,Guinea-Bissau,20,Bread,Import Quantity,2011,t,2.000000,X
145,Micronesia (Federated States of),110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",Import Quantity,2009,t,36.200000,X
145,Micronesia (Federated States of),110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",Import Quantity,2010,t,45.360000,X
145,Micronesia (Federated States of),110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",Import Quantity,2011,t,52.240000,X
90,Guinea,41,Breakfast cereals,Import Quantity,2006,t,5768.000000,X
90,Guinea,41,Breakfast cereals,Import Quantity,2007,t,2194.000000,X
90,Guinea,41,Breakfast cereals,Import Quantity,2008,t,206.000000,A
90,Guinea,41,Breakfast cereals,Import Quantity,2009,t,80.000000,X
90,Guinea,41,Breakfast cereals,Import Quantity,2010,t,437.000000,X
90,Guinea,41,Breakfast cereals,Import Quantity,2011,t,120.000000,X
197,Sierra Leone,20,Bread,Export Quantity,2006,t,4.000000,X
197,Sierra Leone,20,Bread,Export Quantity,2007,t,4.000000,E
197,Sierra Leone,20,Bread,Export Quantity,2008,t,4.000000,E
197,Sierra Leone,20,Bread,Export Quantity,2009,t,4.000000,E
197,Sierra Leone,20,Bread,Export Quantity,2010,t,0.000000,X
197,Sierra Leone,20,Bread,Export Quantity,2011,t,0.000000,E
273,Montenegro,20,Bread,Import Quantity,2006,t,73.000000,A
273,Montenegro,20,Bread,Import Quantity,2007,t,111.000000,A
207,Suriname,17,Bran of wheat,Export Quantity,2006,t,10.000000,X
273,Montenegro,20,Bread,Import Quantity,2008,t,210.000000,A
207,Suriname,17,Bran of wheat,Export Quantity,2007,t,10.000000,E
273,Montenegro,20,Bread,Import Quantity,2009,t,360.000000,A
207,Suriname,17,Bran of wheat,Export Quantity,2008,t,10.000000,E
273,Montenegro,20,Bread,Import Quantity,2010,t,358.000000,A
207,Suriname,17,Bran of wheat,Export Quantity,2009,t,10.000000,E
273,Montenegro,20,Bread,Import Quantity,2011,t,360.000000,A
207,Suriname,17,Bran of wheat,Export Quantity,2010,t,0.000000,X
207,Suriname,17,Bran of wheat,Export Quantity,2011,t,0.000000,E
93,Haiti,17,Bran of wheat,Import Quantity,2006,t,0.000000,I
93,Haiti,17,Bran of wheat,Import Quantity,2007,t,0.000000,I
93,Haiti,17,Bran of wheat,Import Quantity,2008,t,0.000000,E
93,Haiti,17,Bran of wheat,Import Quantity,2009,t,0.000000,E
93,Haiti,17,Bran of wheat,Import Quantity,2010,t,131.000000,X
93,Haiti,17,Bran of wheat,Import Quantity,2011,t,0.000000,I
18,Bhutan,17,Bran of wheat,Export Quantity,2006,t,17.000000,E
18,Bhutan,17,Bran of wheat,Export Quantity,2007,t,17.000000,E
18,Bhutan,17,Bran of wheat,Export Quantity,2008,t,17.000000,E
18,Bhutan,17,Bran of wheat,Export Quantity,2009,t,17.000000,E
273,Montenegro,20,Bread,Export Quantity,2006,t,69.000000,A
18,Bhutan,17,Bran of wheat,Export Quantity,2010,t,149.000000,A
273,Montenegro,20,Bread,Export Quantity,2007,t,24.000000,A
18,Bhutan,17,Bran of wheat,Export Quantity,2011,t,149.000000,E
273,Montenegro,20,Bread,Export Quantity,2008,t,14.000000,A
123,Liberia,20,Bread,Import Quantity,2006,t,6.000000,X
8,Antigua and Barbuda,41,Breakfast cereals,Import Quantity,2006,t,192.000000,X
268,European Union (25) (excluding intra-trade),110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.",Import Quantity,2006,t,4275.000000,E
273,Montenegro,20,Bread,Export Quantity,2009,t,4.000000,A
123,Liberia,20,Bread,Import Quantity,2007,t,6.000000,X
8,Antigua and Barbuda,41,Breakfast cereals,Import Quantity,2007,t,183.000000,X
273,Montenegro,20,Bread,Export Quantity,2010,t,14.000000,A
123,Liberia,20,Bread,Import Quantity,2008,t,28.000000,X
8,Antigua and Barbuda,41,Breakfast cereals,Import Quantity,2008,t,293.000000,X
273,Montenegro,20,Bread,Export Quantity,2011,t,0.000000,X
123,Liberia,20,Bread,Import Quantity,2009,t,28.000000,E
8,Antigua and Barbuda,41,Breakfast cereals,Import Quantity,2009,t,311.000000,X
123,Liberia,20,Bread,Import Quantity,2010,t,14.000000,X
8,Antigua and Barbuda,41,Breakfast cereals,Import Quantity,2010,t,269.000000,X
123,Liberia,20,Bread,Import Quantity,2011,t,116.000000,X
188,Saint Kitts and Nevis,17,Bran of wheat,Import Quantity,2006,t,3.000000,A
8,Antigua and Barbuda,41,Breakfast cereals,Import Quantity,2011,t,753.000000,A
